Postcode,State,Fuel Type,Registrations as at 31 January 2022,Total personal income (weekly),Age,Population,Income_Midpoint,Age_Midpoint
3029,VIC,Hybrid,1803, $150-$299, 15-19 years,680,224.5,17.0
3029,VIC,Hybrid,1803, $1-$149, 20-24 years,343,75.0,22.0
3029,VIC,Hybrid,1803, $400-$499, 45-54 years,512,449.5,49.5
3029,VIC,Hybrid,1803," $1,750-$1,999", 55-64 years,381,1874.5,59.5
3029,VIC,Hybrid,1803," $3,500 or more", 65-74 years,25,3500+,69.5
3029,VIC,Hybrid,1803, $1-$149, 35-44 years,348,75.0,39.5
3029,VIC,Hybrid,1803," $3,500 or more", 85 years and over,3,3500+,85+
3029,VIC,Hybrid,1803, Total, 45-54 years,12319,0,49.5
3029,VIC,Hybrid,1803, $150-$299, 55-64 years,436,224.5,59.5
3029,VIC,Hybrid,1803, $800-$999, 75-84 years,90,899.5,79.5
2170,NSW,Hybrid,1543," $1,000-$1,249", 85 years and over,11,1124.5,85+
2170,NSW,Hybrid,1543," $3,000-$3499", 25-34 years,115,3249.5,29.5
2170,NSW,Hybrid,1543," $2,000-$2,999", 55-64 years,606,2499.5,59.5
2170,NSW,Hybrid,1543, $150-$299, 25-34 years,669,224.5,29.5
2170,NSW,Hybrid,1543, $800-$999, 35-44 years,1527,899.5,39.5
2170,NSW,Hybrid,1543, Negative/Nil income, 75-84 years,442,0,79.5
2170,NSW,Hybrid,1543, Total, 35-44 years,16392,0,39.5
2170,NSW,Hybrid,1543," $3,500 or more", 65-74 years,45,3500+,69.5
2170,NSW,Hybrid,1543, $650-$799, 15-19 years,187,724.5,17.0
2170,NSW,Hybrid,1543, $300-$399, 65-74 years,1885,349.5,69.5
2170,NSW,Hybrid,1543," $3,000-$3499", 20-24 years,4,3249.5,22.0
2170,NSW,Hybrid,1543, $800-$999, 55-64 years,1008,899.5,59.5
2170,NSW,Hybrid,1543, $800-$999, 45-54 years,1400,899.5,49.5
2170,NSW,Hybrid,1543, $150-$299, 35-44 years,655,224.5,39.5
2170,NSW,Hybrid,1543," $1,250-$1,499", 45-54 years,1130,1374.5,49.5
2170,NSW,Hybrid,1543," $1,750-$1,999", 25-34 years,801,1874.5,29.5
2170,NSW,Hybrid,1543," $2,000-$2,999", 65-74 years,126,2499.5,69.5
2170,NSW,Hybrid,1543," $1,000-$1,249", 15-19 years,64,1124.5,17.0
2170,NSW,Hybrid,1543, $400-$499, 65-74 years,1407,449.5,69.5
2170,NSW,Hybrid,1543, $1-$149, 75-84 years,86,75.0,79.5
2170,NSW,Hybrid,1543, $1-$149, 35-44 years,212,75.0,39.5
2170,NSW,Hybrid,1543," $1,500-$1,749", 85 years and over,8,1624.5,85+
2170,NSW,Hybrid,1543," $2,000-$2,999", 75-84 years,20,2499.5,79.5
2170,NSW,Hybrid,1543, Total, 85 years and over,1947,0,85+
2170,NSW,Hybrid,1543, Negative/Nil income, 35-44 years,1283,0,39.5
2170,NSW,Hybrid,1543, Not stated, 55-64 years,870,0,59.5
2170,NSW,Hybrid,1543, Total, 45-54 years,14110,0,49.5
2170,NSW,Hybrid,1543, $500-$649, 20-24 years,760,574.5,22.0
2170,NSW,Hybrid,1543," $1,250-$1,499", 85 years and over,10,1374.5,85+
2170,NSW,Hybrid,1543," $1,250-$1,499", 20-24 years,453,1374.5,22.0
2170,NSW,Hybrid,1543, Total, 65-74 years,8538,0,69.5
2170,NSW,Hybrid,1543, $150-$299, 75-84 years,332,224.5,79.5
2170,NSW,Hybrid,1543, Negative/Nil income, 85 years and over,160,0,85+
2170,NSW,Hybrid,1543," $3,500 or more", 20-24 years,10,3500+,22.0
2170,NSW,Hybrid,1543," $3,500 or more", 85 years and over,4,3500+,85+
2170,NSW,Hybrid,1543, $650-$799, 55-64 years,908,724.5,59.5
2170,NSW,Hybrid,1543," $1,750-$1,999", 75-84 years,13,1874.5,79.5
2170,NSW,Hybrid,1543," $2,000-$2,999", 25-34 years,962,2499.5,29.5
2170,NSW,Hybrid,1543," $1,500-$1,749", 35-44 years,1199,1624.5,39.5
2170,NSW,Hybrid,1543, $150-$299, 65-74 years,605,224.5,69.5
2170,NSW,Hybrid,1543," $1,250-$1,499", 25-34 years,1675,1374.5,29.5
2170,NSW,Hybrid,1543, $400-$499, 85 years and over,494,449.5,85+
2170,NSW,Hybrid,1543, Total, 15-19 years,7370,0,17.0
2170,NSW,Hybrid,1543, Total, 75-84 years,4808,0,79.5
2170,NSW,Hybrid,1543," $3,500 or more", 35-44 years,291,3500+,39.5
2170,NSW,Hybrid,1543, $650-$799, 35-44 years,1176,724.5,39.5
2170,NSW,Hybrid,1543," $2,000-$2,999", 85 years and over,7,2499.5,85+
2170,NSW,Hybrid,1543," $1,750-$1,999", 35-44 years,891,1874.5,39.5
2170,NSW,Hybrid,1543, Negative/Nil income, 55-64 years,1373,0,59.5
2170,NSW,Hybrid,1543," $3,500 or more", 45-54 years,285,3500+,49.5
2170,NSW,Hybrid,1543, Not stated, 75-84 years,641,0,79.5
2170,NSW,Hybrid,1543, $800-$999, 65-74 years,428,899.5,69.5
2170,NSW,Hybrid,1543, $1-$149, 20-24 years,304,75.0,22.0
2170,NSW,Hybrid,1543," $1,500-$1,749", 15-19 years,3,1624.5,17.0
2170,NSW,Hybrid,1543, Total, 20-24 years,7819,0,22.0
2170,NSW,Hybrid,1543, $1-$149, 85 years and over,29,75.0,85+
2170,NSW,Hybrid,1543, $400-$499, 25-34 years,783,449.5,29.5
2170,NSW,Hybrid,1543, Not stated, 15-19 years,576,0,17.0
2170,NSW,Hybrid,1543, $650-$799, 85 years and over,48,724.5,85+
2170,NSW,Hybrid,1543, $650-$799, 20-24 years,820,724.5,22.0
2170,NSW,Hybrid,1543, $500-$649, 75-84 years,432,574.5,79.5
2170,NSW,Hybrid,1543," $2,000-$2,999", 35-44 years,1465,2499.5,39.5
2170,NSW,Hybrid,1543, Total, 55-64 years,12336,0,59.5
2170,NSW,Hybrid,1543," $1,250-$1,499", 75-84 years,36,1374.5,79.5
2170,NSW,Hybrid,1543," $3,500 or more", 25-34 years,101,3500+,29.5
2170,NSW,Hybrid,1543, $150-$299, 20-24 years,807,224.5,22.0
2170,NSW,Hybrid,1543, Not stated, 25-34 years,1596,0,29.5
2170,NSW,Hybrid,1543, $800-$999, 20-24 years,888,899.5,22.0
2170,NSW,Hybrid,1543, $800-$999, 85 years and over,37,899.5,85+
2170,NSW,Hybrid,1543, $400-$499, 15-19 years,259,449.5,17.0
2170,NSW,Hybrid,1543, $1-$149, 65-74 years,226,75.0,69.5
2170,NSW,Hybrid,1543, $400-$499, 75-84 years,1074,449.5,79.5
2170,NSW,Hybrid,1543, $400-$499, 55-64 years,1024,449.5,59.5
2170,NSW,Hybrid,1543, Negative/Nil income, 15-19 years,3610,0,17.0
2170,NSW,Hybrid,1543," $2,000-$2,999", 20-24 years,48,2499.5,22.0
2170,NSW,Hybrid,1543," $1,250-$1,499", 15-19 years,15,1374.5,17.0
2170,NSW,Hybrid,1543, $1-$149, 45-54 years,196,75.0,49.5
2170,NSW,Hybrid,1543, $150-$299, 85 years and over,106,224.5,85+
2170,NSW,Hybrid,1543, $1-$149, 55-64 years,209,75.0,59.5
2170,NSW,Hybrid,1543, $650-$799, 65-74 years,483,724.5,69.5
2170,NSW,Hybrid,1543, $300-$399, 15-19 years,325,349.5,17.0
2170,NSW,Hybrid,1543," $1,000-$1,249", 20-24 years,837,1124.5,22.0
2170,NSW,Hybrid,1543," $1,750-$1,999", 15-19 years,5,1874.5,17.0
2170,NSW,Hybrid,1543, $400-$499, 45-54 years,872,449.5,49.5
2170,NSW,Hybrid,1543," $1,250-$1,499", 55-64 years,833,1374.5,59.5
2170,NSW,Hybrid,1543," $1,250-$1,499", 65-74 years,238,1374.5,69.5
2170,NSW,Hybrid,1543," $3,000-$3499", 35-44 years,244,3249.5,39.5
2170,NSW,Hybrid,1543," $3,500 or more", 75-84 years,17,3500+,79.5
2170,NSW,Hybrid,1543, $500-$649, 85 years and over,169,574.5,85+
2170,NSW,Hybrid,1543," $2,000-$2,999", 45-54 years,1092,2499.5,49.5
2170,NSW,Hybrid,1543," $1,000-$1,249", 75-84 years,90,1124.5,79.5
2170,NSW,Hybrid,1543, $300-$399, 85 years and over,326,349.5,85+
2170,NSW,Hybrid,1543," $1,750-$1,999", 20-24 years,80,1874.5,22.0
2170,NSW,Hybrid,1543, Total, 25-34 years,17018,0,29.5
2170,NSW,Hybrid,1543, $400-$499, 35-44 years,842,449.5,39.5
2170,NSW,Hybrid,1543, $150-$299, 45-54 years,631,224.5,49.5
2170,NSW,Hybrid,1543, $300-$399, 75-84 years,1196,349.5,79.5
2170,NSW,Hybrid,1543," $3,000-$3499", 45-54 years,212,3249.5,49.5
2170,NSW,Hybrid,1543, $800-$999, 25-34 years,1749,899.5,29.5
2170,NSW,Hybrid,1543, Negative/Nil income, 65-74 years,983,0,69.5
2170,NSW,Hybrid,1543, $300-$399, 25-34 years,943,349.5,29.5
2170,NSW,Hybrid,1543," $3,000-$3499", 85 years and over,4,3249.5,85+
2170,NSW,Hybrid,1543," $1,500-$1,749", 20-24 years,184,1624.5,22.0
2170,NSW,Hybrid,1543," $1,000-$1,249", 65-74 years,386,1124.5,69.5
2170,NSW,Hybrid,1543," $1,000-$1,249", 25-34 years,2185,1124.5,29.5
2170,NSW,Hybrid,1543," $1,500-$1,749", 55-64 years,680,1624.5,59.5
2170,NSW,Hybrid,1543, $650-$799, 75-84 years,242,724.5,79.5
2170,NSW,Hybrid,1543, $150-$299, 15-19 years,844,224.5,17.0
2170,NSW,Hybrid,1543," $1,750-$1,999", 55-64 years,469,1874.5,59.5
2170,NSW,Hybrid,1543, $500-$649, 35-44 years,1043,574.5,39.5
2170,NSW,Hybrid,1543, $300-$399, 45-54 years,991,349.5,49.5
2170,NSW,Hybrid,1543, Not stated, 35-44 years,1389,0,39.5
2170,NSW,Hybrid,1543, Negative/Nil income, 20-24 years,894,0,22.0
2170,NSW,Hybrid,1543," $1,000-$1,249", 45-54 years,1599,1124.5,49.5
2170,NSW,Hybrid,1543, Negative/Nil income, 45-54 years,1089,0,49.5
2170,NSW,Hybrid,1543," $1,750-$1,999", 45-54 years,758,1874.5,49.5
2170,NSW,Hybrid,1543, $400-$499, 20-24 years,491,449.5,22.0
2170,NSW,Hybrid,1543, $800-$999, 15-19 years,117,899.5,17.0
2170,NSW,Hybrid,1543," $3,000-$3499", 65-74 years,25,3249.5,69.5
2170,NSW,Hybrid,1543, $500-$649, 55-64 years,855,574.5,59.5
2170,NSW,Hybrid,1543, Not stated, 20-24 years,654,0,22.0
2170,NSW,Hybrid,1543, $1-$149, 25-34 years,186,75.0,29.5
2170,NSW,Hybrid,1543, $800-$999, 75-84 years,154,899.5,79.5
2170,NSW,Hybrid,1543, $150-$299, 55-64 years,707,224.5,59.5
2170,NSW,Hybrid,1543," $1,250-$1,499", 35-44 years,1471,1374.5,39.5
2170,NSW,Hybrid,1543, $650-$799, 25-34 years,1309,724.5,29.5
2170,NSW,Hybrid,1543," $1,500-$1,749", 65-74 years,164,1624.5,69.5
2170,NSW,Hybrid,1543, Not stated, 85 years and over,521,0,85+
2170,NSW,Hybrid,1543," $1,500-$1,749", 75-84 years,40,1624.5,79.5
2170,NSW,Hybrid,1543, $1-$149, 15-19 years,1081,75.0,17.0
2170,NSW,Hybrid,1543, $500-$649, 65-74 years,765,574.5,69.5
2170,NSW,Hybrid,1543, $500-$649, 15-19 years,286,574.5,17.0
2170,NSW,Hybrid,1543," $3,500 or more", 55-64 years,118,3500+,59.5
2170,NSW,Hybrid,1543," $1,000-$1,249", 35-44 years,1784,1124.5,39.5
2170,NSW,Hybrid,1543, $500-$649, 45-54 years,900,574.5,49.5
2170,NSW,Hybrid,1543, $650-$799, 45-54 years,1022,724.5,49.5
2170,NSW,Hybrid,1543, Negative/Nil income, 25-34 years,1554,0,29.5
2170,NSW,Hybrid,1543," $3,000-$3499", 75-84 years,8,3249.5,79.5
2170,NSW,Hybrid,1543, $300-$399, 20-24 years,582,349.5,22.0
2170,NSW,Hybrid,1543, Not stated, 65-74 years,685,0,69.5
2170,NSW,Hybrid,1543, $300-$399, 55-64 years,1392,349.5,59.5
2170,NSW,Hybrid,1543," $1,500-$1,749", 25-34 years,1259,1624.5,29.5
2170,NSW,Hybrid,1543," $1,500-$1,749", 45-54 years,974,1624.5,49.5
2170,NSW,Hybrid,1543," $1,000-$1,249", 55-64 years,1196,1124.5,59.5
2170,NSW,Hybrid,1543," $1,750-$1,999", 65-74 years,93,1874.5,69.5
2170,NSW,Hybrid,1543, $500-$649, 25-34 years,1137,574.5,29.5
2170,NSW,Hybrid,1543," $3,000-$3499", 55-64 years,114,3249.5,59.5
2170,NSW,Hybrid,1543, Not stated, 45-54 years,955,0,49.5
2170,NSW,Hybrid,1543, $300-$399, 35-44 years,924,349.5,39.5
2020,NSW,Hybrid,1430, Total, 25-34 years,7408,0,29.5
2020,NSW,Hybrid,1430, Not stated, 35-44 years,214,0,39.5
2020,NSW,Hybrid,1430, $1-$149, 45-54 years,17,75.0,49.5
2020,NSW,Hybrid,1430, $150-$299, 20-24 years,143,224.5,22.0
2020,NSW,Hybrid,1430, Negative/Nil income, 65-74 years,155,0,69.5
2020,NSW,Hybrid,1430," $2,000-$2,999", 45-54 years,296,2499.5,49.5
2020,NSW,Hybrid,1430, $800-$999, 25-34 years,770,899.5,29.5
2020,NSW,Hybrid,1430, $500-$649, 85 years and over,15,574.5,85+
2020,NSW,Hybrid,1430," $1,500-$1,749", 20-24 years,124,1624.5,22.0
2020,NSW,Hybrid,1430, $800-$999, 35-44 years,256,899.5,39.5
2020,NSW,Hybrid,1430, $400-$499, 45-54 years,57,449.5,49.5
2020,NSW,Hybrid,1430, Not stated, 25-34 years,549,0,29.5
2020,NSW,Hybrid,1430, Total, 20-24 years,2876,0,22.0
2020,NSW,Hybrid,1430," $1,250-$1,499", 55-64 years,108,1374.5,59.5
2020,NSW,Hybrid,1430," $1,000-$1,249", 20-24 years,320,1124.5,22.0
2020,NSW,Hybrid,1430," $3,000-$3499", 15-19 years,3,3249.5,17.0
2020,NSW,Hybrid,1430, $500-$649, 75-84 years,41,574.5,79.5
2020,NSW,Hybrid,1430," $3,500 or more", 65-74 years,3,3500+,69.5
2020,NSW,Hybrid,1430, $400-$499, 35-44 years,84,449.5,39.5
2020,NSW,Hybrid,1430, Negative/Nil income, 55-64 years,160,0,59.5
2020,NSW,Hybrid,1430, $300-$399, 45-54 years,47,349.5,49.5
2020,NSW,Hybrid,1430, $650-$799, 75-84 years,19,724.5,79.5
2020,NSW,Hybrid,1430, $400-$499, 85 years and over,56,449.5,85+
2020,NSW,Hybrid,1430, Total, 45-54 years,1794,0,49.5
2020,NSW,Hybrid,1430, $650-$799, 35-44 years,172,724.5,39.5
2020,NSW,Hybrid,1430, $800-$999, 75-84 years,17,899.5,79.5
2020,NSW,Hybrid,1430," $1,750-$1,999", 55-64 years,82,1874.5,59.5
2020,NSW,Hybrid,1430," $1,250-$1,499", 65-74 years,33,1374.5,69.5
2020,NSW,Hybrid,1430," $3,500 or more", 35-44 years,216,3500+,39.5
2020,NSW,Hybrid,1430," $1,000-$1,249", 65-74 years,36,1124.5,69.5
2020,NSW,Hybrid,1430, $400-$499, 65-74 years,128,449.5,69.5
2020,NSW,Hybrid,1430, $150-$299, 15-19 years,62,224.5,17.0
2020,NSW,Hybrid,1430, Total, 65-74 years,917,0,69.5
2020,NSW,Hybrid,1430, $1-$149, 55-64 years,30,75.0,59.5
2020,NSW,Hybrid,1430," $3,500 or more", 20-24 years,12,3500+,22.0
2020,NSW,Hybrid,1430," $3,500 or more", 25-34 years,136,3500+,29.5
2020,NSW,Hybrid,1430, $300-$399, 25-34 years,175,349.5,29.5
2020,NSW,Hybrid,1430, $800-$999, 65-74 years,65,899.5,69.5
2020,NSW,Hybrid,1430, $650-$799, 85 years and over,3,724.5,85+
2020,NSW,Hybrid,1430," $3,000-$3499", 45-54 years,50,3249.5,49.5
2020,NSW,Hybrid,1430, $1-$149, 75-84 years,13,75.0,79.5
2020,NSW,Hybrid,1430, $400-$499, 15-19 years,25,449.5,17.0
2020,NSW,Hybrid,1430, Negative/Nil income, 35-44 years,177,0,39.5
2020,NSW,Hybrid,1430, $500-$649, 55-64 years,76,574.5,59.5
2020,NSW,Hybrid,1430, $1-$149, 20-24 years,74,75.0,22.0
2020,NSW,Hybrid,1430," $1,750-$1,999", 35-44 years,257,1874.5,39.5
2020,NSW,Hybrid,1430, $650-$799, 20-24 years,262,724.5,22.0
2020,NSW,Hybrid,1430," $2,000-$2,999", 65-74 years,28,2499.5,69.5
2020,NSW,Hybrid,1430, Not stated, 15-19 years,41,0,17.0
2020,NSW,Hybrid,1430, $150-$299, 45-54 years,41,224.5,49.5
2020,NSW,Hybrid,1430, $1-$149, 25-34 years,47,75.0,29.5
2020,NSW,Hybrid,1430," $1,750-$1,999", 20-24 years,54,1874.5,22.0
2020,NSW,Hybrid,1430, Total, 75-84 years,522,0,79.5
2020,NSW,Hybrid,1430, $800-$999, 85 years and over,8,899.5,85+
2020,NSW,Hybrid,1430," $3,500 or more", 45-54 years,126,3500+,49.5
2020,NSW,Hybrid,1430, Total, 15-19 years,702,0,17.0
2020,NSW,Hybrid,1430, $1-$149, 65-74 years,30,75.0,69.5
2020,NSW,Hybrid,1430, $400-$499, 55-64 years,76,449.5,59.5
2020,NSW,Hybrid,1430," $1,250-$1,499", 25-34 years,794,1374.5,29.5
2020,NSW,Hybrid,1430, $150-$299, 65-74 years,52,224.5,69.5
2020,NSW,Hybrid,1430," $2,000-$2,999", 20-24 years,39,2499.5,22.0
2020,NSW,Hybrid,1430," $1,250-$1,499", 15-19 years,3,1374.5,17.0
2020,NSW,Hybrid,1430, $650-$799, 45-54 years,103,724.5,49.5
2020,NSW,Hybrid,1430, $650-$799, 65-74 years,42,724.5,69.5
2020,NSW,Hybrid,1430," $1,250-$1,499", 75-84 years,6,1374.5,79.5
2020,NSW,Hybrid,1430, Total, 55-64 years,1394,0,59.5
2020,NSW,Hybrid,1430, $400-$499, 75-84 years,124,449.5,79.5
2020,NSW,Hybrid,1430, $650-$799, 55-64 years,93,724.5,59.5
2020,NSW,Hybrid,1430," $1,000-$1,249", 15-19 years,9,1124.5,17.0
2020,NSW,Hybrid,1430," $3,000-$3499", 20-24 years,6,3249.5,22.0
2020,NSW,Hybrid,1430," $1,000-$1,249", 75-84 years,10,1124.5,79.5
2020,NSW,Hybrid,1430," $1,500-$1,749", 25-34 years,703,1624.5,29.5
2020,NSW,Hybrid,1430," $1,750-$1,999", 65-74 years,23,1874.5,69.5
2020,NSW,Hybrid,1430, $500-$649, 20-24 years,289,574.5,22.0
2020,NSW,Hybrid,1430, $300-$399, 65-74 years,141,349.5,69.5
2020,NSW,Hybrid,1430, Negative/Nil income, 75-84 years,54,0,79.5
2020,NSW,Hybrid,1430, $150-$299, 25-34 years,108,224.5,29.5
2020,NSW,Hybrid,1430, $300-$399, 55-64 years,90,349.5,59.5
2020,NSW,Hybrid,1430, $500-$649, 15-19 years,37,574.5,17.0
2020,NSW,Hybrid,1430, Total, 85 years and over,190,0,85+
2020,NSW,Hybrid,1430," $1,500-$1,749", 85 years and over,5,1624.5,85+
2020,NSW,Hybrid,1430," $3,000-$3499", 25-34 years,139,3249.5,29.5
2020,NSW,Hybrid,1430, Total, 35-44 years,3256,0,39.5
2020,NSW,Hybrid,1430, $400-$499, 25-34 years,257,449.5,29.5
2020,NSW,Hybrid,1430," $1,250-$1,499", 35-44 years,268,1374.5,39.5
2020,NSW,Hybrid,1430, $300-$399, 75-84 years,132,349.5,79.5
2020,NSW,Hybrid,1430, $300-$399, 15-19 years,48,349.5,17.0
2020,NSW,Hybrid,1430, $500-$649, 65-74 years,87,574.5,69.5
2020,NSW,Hybrid,1430," $1,250-$1,499", 45-54 years,159,1374.5,49.5
2020,NSW,Hybrid,1430," $3,500 or more", 55-64 years,39,3500+,59.5
2020,NSW,Hybrid,1430, $650-$799, 15-19 years,21,724.5,17.0
2020,NSW,Hybrid,1430, Not stated, 20-24 years,233,0,22.0
2020,NSW,Hybrid,1430, Negative/Nil income, 85 years and over,21,0,85+
2020,NSW,Hybrid,1430, $800-$999, 45-54 years,163,899.5,49.5
2020,NSW,Hybrid,1430, $400-$499, 20-24 years,152,449.5,22.0
2020,NSW,Hybrid,1430," $1,000-$1,249", 25-34 years,1031,1124.5,29.5
2020,NSW,Hybrid,1430, $1-$149, 35-44 years,29,75.0,39.5
2020,NSW,Hybrid,1430, $500-$649, 35-44 years,124,574.5,39.5
2020,NSW,Hybrid,1430, $800-$999, 15-19 years,17,899.5,17.0
2020,NSW,Hybrid,1430, $150-$299, 75-84 years,47,224.5,79.5
2020,NSW,Hybrid,1430," $1,500-$1,749", 35-44 years,269,1624.5,39.5
2020,NSW,Hybrid,1430, Not stated, 55-64 years,75,0,59.5
2020,NSW,Hybrid,1430," $3,000-$3499", 65-74 years,7,3249.5,69.5
2020,NSW,Hybrid,1430," $1,250-$1,499", 85 years and over,3,1374.5,85+
2020,NSW,Hybrid,1430," $1,000-$1,249", 45-54 years,204,1124.5,49.5
2020,NSW,Hybrid,1430," $2,000-$2,999", 25-34 years,758,2499.5,29.5
2020,NSW,Hybrid,1430, Negative/Nil income, 20-24 years,508,0,22.0
2020,NSW,Hybrid,1430, $150-$299, 55-64 years,32,224.5,59.5
2020,NSW,Hybrid,1430," $1,250-$1,499", 20-24 years,186,1374.5,22.0
2020,NSW,Hybrid,1430," $2,000-$2,999", 75-84 years,4,2499.5,79.5
2020,NSW,Hybrid,1430, Not stated, 65-74 years,64,0,69.5
2020,NSW,Hybrid,1430, Not stated, 75-84 years,41,0,79.5
2020,NSW,Hybrid,1430," $1,000-$1,249", 35-44 years,342,1124.5,39.5
2020,NSW,Hybrid,1430," $1,500-$1,749", 55-64 years,102,1624.5,59.5
2020,NSW,Hybrid,1430, $500-$649, 45-54 years,91,574.5,49.5
2020,NSW,Hybrid,1430," $1,500-$1,749", 65-74 years,20,1624.5,69.5
2020,NSW,Hybrid,1430, Negative/Nil income, 45-54 years,106,0,49.5
2020,NSW,Hybrid,1430," $1,750-$1,999", 25-34 years,522,1874.5,29.5
2020,NSW,Hybrid,1430, $300-$399, 85 years and over,45,349.5,85+
2020,NSW,Hybrid,1430, $1-$149, 15-19 years,98,75.0,17.0
2020,NSW,Hybrid,1430, $650-$799, 25-34 years,562,724.5,29.5
2020,NSW,Hybrid,1430, $800-$999, 55-64 years,136,899.5,59.5
2020,NSW,Hybrid,1430, $150-$299, 35-44 years,46,224.5,39.5
2020,NSW,Hybrid,1430," $1,000-$1,249", 55-64 years,150,1124.5,59.5
2020,NSW,Hybrid,1430, Not stated, 85 years and over,17,0,85+
2020,NSW,Hybrid,1430," $3,000-$3499", 35-44 years,146,3249.5,39.5
2020,NSW,Hybrid,1430," $2,000-$2,999", 55-64 years,123,2499.5,59.5
2020,NSW,Hybrid,1430," $1,750-$1,999", 45-54 years,120,1874.5,49.5
2020,NSW,Hybrid,1430, $300-$399, 20-24 years,144,349.5,22.0
2020,NSW,Hybrid,1430, $300-$399, 35-44 years,73,349.5,39.5
2020,NSW,Hybrid,1430, Negative/Nil income, 25-34 years,436,0,29.5
2020,NSW,Hybrid,1430, Negative/Nil income, 15-19 years,341,0,17.0
2020,NSW,Hybrid,1430," $2,000-$2,999", 35-44 years,585,2499.5,39.5
2020,NSW,Hybrid,1430," $3,000-$3499", 55-64 years,23,3249.5,59.5
2020,NSW,Hybrid,1430," $1,500-$1,749", 45-54 years,148,1624.5,49.5
2020,NSW,Hybrid,1430, Not stated, 45-54 years,69,0,49.5
2020,NSW,Hybrid,1430, $500-$649, 25-34 years,416,574.5,29.5
2020,NSW,Hybrid,1430, $800-$999, 20-24 years,338,899.5,22.0
2020,NSW,Hybrid,1430, $150-$299, 85 years and over,11,224.5,85+
3064,VIC,Hybrid,1354, $1-$149, 75-84 years,42,75.0,79.5
3064,VIC,Hybrid,1354, $1-$149, 15-19 years,1295,75.0,17.0
3064,VIC,Hybrid,1354," $1,000-$1,249", 35-44 years,2408,1124.5,39.5
3064,VIC,Hybrid,1354, $650-$799, 85 years and over,27,724.5,85+
3064,VIC,Hybrid,1354, $500-$649, 45-54 years,817,574.5,49.5
3064,VIC,Hybrid,1354," $1,750-$1,999", 25-34 years,878,1874.5,29.5
3064,VIC,Hybrid,1354," $3,000-$3499", 45-54 years,136,3249.5,49.5
3064,VIC,Hybrid,1354," $3,000-$3499", 55-64 years,57,3249.5,59.5
3064,VIC,Hybrid,1354," $1,250-$1,499", 75-84 years,10,1374.5,79.5
3064,VIC,Hybrid,1354," $1,500-$1,749", 65-74 years,74,1624.5,69.5
3064,VIC,Hybrid,1354, Total, 65-74 years,4897,0,69.5
3064,VIC,Hybrid,1354," $3,500 or more", 20-24 years,11,3500+,22.0
3064,VIC,Hybrid,1354," $3,500 or more", 35-44 years,233,3500+,39.5
3064,VIC,Hybrid,1354," $1,250-$1,499", 20-24 years,377,1374.5,22.0
3064,VIC,Hybrid,1354, $650-$799, 75-84 years,86,724.5,79.5
3064,VIC,Hybrid,1354, Negative/Nil income, 25-34 years,2072,0,29.5
3064,VIC,Hybrid,1354, $1-$149, 65-74 years,137,75.0,69.5
3064,VIC,Hybrid,1354, $400-$499, 15-19 years,192,449.5,17.0
3064,VIC,Hybrid,1354, $400-$499, 85 years and over,127,449.5,85+
3064,VIC,Hybrid,1354, $800-$999, 45-54 years,1231,899.5,49.5
3064,VIC,Hybrid,1354," $1,000-$1,249", 55-64 years,943,1124.5,59.5
3064,VIC,Hybrid,1354, $1-$149, 25-34 years,344,75.0,29.5
3064,VIC,Hybrid,1354, $400-$499, 55-64 years,717,449.5,59.5
3064,VIC,Hybrid,1354, $650-$799, 15-19 years,121,724.5,17.0
3064,VIC,Hybrid,1354," $1,000-$1,249", 85 years and over,3,1124.5,85+
3064,VIC,Hybrid,1354, Not stated, 45-54 years,763,0,49.5
3064,VIC,Hybrid,1354," $2,000-$2,999", 65-74 years,53,2499.5,69.5
3064,VIC,Hybrid,1354, Negative/Nil income, 75-84 years,194,0,79.5
3064,VIC,Hybrid,1354, $300-$399, 20-24 years,622,349.5,22.0
3064,VIC,Hybrid,1354, Total, 20-24 years,7985,0,22.0
3064,VIC,Hybrid,1354, Not stated, 25-34 years,1462,0,29.5
3064,VIC,Hybrid,1354, Negative/Nil income, 55-64 years,1244,0,59.5
3064,VIC,Hybrid,1354, $650-$799, 25-34 years,1726,724.5,29.5
3064,VIC,Hybrid,1354, Total, 35-44 years,19925,0,39.5
3064,VIC,Hybrid,1354, $500-$649, 75-84 years,178,574.5,79.5
3064,VIC,Hybrid,1354," $1,750-$1,999", 45-54 years,547,1874.5,49.5
3064,VIC,Hybrid,1354," $3,000-$3499", 20-24 years,16,3249.5,22.0
3064,VIC,Hybrid,1354," $1,250-$1,499", 45-54 years,972,1374.5,49.5
3064,VIC,Hybrid,1354, $1-$149, 45-54 years,182,75.0,49.5
3064,VIC,Hybrid,1354," $1,000-$1,249", 15-19 years,38,1124.5,17.0
3064,VIC,Hybrid,1354, $1-$149, 35-44 years,317,75.0,39.5
3064,VIC,Hybrid,1354, $300-$399, 65-74 years,1153,349.5,69.5
3064,VIC,Hybrid,1354, $650-$799, 55-64 years,590,724.5,59.5
3064,VIC,Hybrid,1354," $1,750-$1,999", 65-74 years,40,1874.5,69.5
3064,VIC,Hybrid,1354," $1,750-$1,999", 75-84 years,5,1874.5,79.5
3064,VIC,Hybrid,1354, $800-$999, 20-24 years,996,899.5,22.0
3064,VIC,Hybrid,1354, $650-$799, 65-74 years,273,724.5,69.5
