Postcode,State,Fuel Type,Registrations as at 31 January 2022,Total personal income (weekly),Age,Population,Income_Midpoint,Age_Midpoint
3030,VIC,Internal Combustion Engine,77870," $1,500-$1,749", 15-19 years,7,1624.5,17.0
3030,VIC,Internal Combustion Engine,77870, $500-$649, 65-74 years,694,574.5,69.5
3030,VIC,Internal Combustion Engine,77870, Not stated, 20-24 years,493,0,22.0
3030,VIC,Internal Combustion Engine,77870, Total, 15-19 years,6749,0,17.0
3030,VIC,Internal Combustion Engine,77870, $800-$999, 20-24 years,840,899.5,22.0
3030,VIC,Internal Combustion Engine,77870," $1,000-$1,249", 55-64 years,1058,1124.5,59.5
3030,VIC,Internal Combustion Engine,77870," $3,000-$3499", 65-74 years,35,3249.5,69.5
3030,VIC,Internal Combustion Engine,77870," $1,750-$1,999", 45-54 years,1024,1874.5,49.5
3030,VIC,Internal Combustion Engine,77870," $3,000-$3499", 75-84 years,4,3249.5,79.5
3030,VIC,Internal Combustion Engine,77870, $1-$149, 35-44 years,361,75.0,39.5
3030,VIC,Internal Combustion Engine,77870," $2,000-$2,999", 85 years and over,3,2499.5,85+
3030,VIC,Internal Combustion Engine,77870, Not stated, 25-34 years,1266,0,29.5
3030,VIC,Internal Combustion Engine,77870, $300-$399, 35-44 years,654,349.5,39.5
3030,VIC,Internal Combustion Engine,77870, $150-$299, 75-84 years,194,224.5,79.5
3030,VIC,Internal Combustion Engine,77870, $400-$499, 75-84 years,624,449.5,79.5
3030,VIC,Internal Combustion Engine,77870," $1,000-$1,249", 45-54 years,1571,1124.5,49.5
3030,VIC,Internal Combustion Engine,77870, $650-$799, 55-64 years,600,724.5,59.5
3030,VIC,Internal Combustion Engine,77870, $800-$999, 65-74 years,348,899.5,69.5
3030,VIC,Internal Combustion Engine,77870," $1,500-$1,749", 25-34 years,1592,1624.5,29.5
3030,VIC,Internal Combustion Engine,77870, $300-$399, 65-74 years,1072,349.5,69.5
3030,VIC,Internal Combustion Engine,77870, $650-$799, 25-34 years,1383,724.5,29.5
3030,VIC,Internal Combustion Engine,77870, $500-$649, 75-84 years,374,574.5,79.5
3030,VIC,Internal Combustion Engine,77870, Negative/Nil income, 75-84 years,326,0,79.5
3030,VIC,Internal Combustion Engine,77870," $1,250-$1,499", 20-24 years,357,1374.5,22.0
3030,VIC,Internal Combustion Engine,77870," $1,500-$1,749", 55-64 years,669,1624.5,59.5
3030,VIC,Internal Combustion Engine,77870," $1,000-$1,249", 65-74 years,337,1124.5,69.5
3030,VIC,Internal Combustion Engine,77870, $150-$299, 45-54 years,399,224.5,49.5
3030,VIC,Internal Combustion Engine,77870," $3,500 or more", 35-44 years,988,3500+,39.5
3030,VIC,Internal Combustion Engine,77870, Not stated, 75-84 years,369,0,79.5
3030,VIC,Internal Combustion Engine,77870, $150-$299, 25-34 years,563,224.5,29.5
3030,VIC,Internal Combustion Engine,77870, $300-$399, 85 years and over,148,349.5,85+
3030,VIC,Internal Combustion Engine,77870, $1-$149, 15-19 years,1246,75.0,17.0
3030,VIC,Internal Combustion Engine,77870, Negative/Nil income, 55-64 years,1246,0,59.5
3030,VIC,Internal Combustion Engine,77870, $800-$999, 45-54 years,1293,899.5,49.5
3030,VIC,Internal Combustion Engine,77870," $1,000-$1,249", 85 years and over,12,1124.5,85+
3030,VIC,Internal Combustion Engine,77870," $3,000-$3499", 20-24 years,10,3249.5,22.0
3030,VIC,Internal Combustion Engine,77870, Negative/Nil income, 85 years and over,149,0,85+
3030,VIC,Internal Combustion Engine,77870, Negative/Nil income, 20-24 years,714,0,22.0
3030,VIC,Internal Combustion Engine,77870, Not stated, 55-64 years,538,0,59.5
3030,VIC,Internal Combustion Engine,77870," $1,750-$1,999", 20-24 years,59,1874.5,22.0
3030,VIC,Internal Combustion Engine,77870, $1-$149, 65-74 years,217,75.0,69.5
3030,VIC,Internal Combustion Engine,77870," $1,000-$1,249", 25-34 years,2467,1124.5,29.5
3030,VIC,Internal Combustion Engine,77870, $300-$399, 20-24 years,576,349.5,22.0
3030,VIC,Internal Combustion Engine,77870, $300-$399, 15-19 years,230,349.5,17.0
3030,VIC,Internal Combustion Engine,77870," $3,000-$3499", 35-44 years,950,3249.5,39.5
3030,VIC,Internal Combustion Engine,77870, Total, 35-44 years,22767,0,39.5
3030,VIC,Internal Combustion Engine,77870, Negative/Nil income, 25-34 years,1596,0,29.5
3030,VIC,Internal Combustion Engine,77870, $500-$649, 35-44 years,986,574.5,39.5
3030,VIC,Internal Combustion Engine,77870," $3,000-$3499", 45-54 years,454,3249.5,49.5
3030,VIC,Internal Combustion Engine,77870," $1,000-$1,249", 35-44 years,2457,1124.5,39.5
3030,VIC,Internal Combustion Engine,77870," $1,500-$1,749", 35-44 years,1969,1624.5,39.5
3030,VIC,Internal Combustion Engine,77870, $500-$649, 20-24 years,694,574.5,22.0
3030,VIC,Internal Combustion Engine,77870, Not stated, 45-54 years,777,0,49.5
3030,VIC,Internal Combustion Engine,77870, $1-$149, 45-54 years,229,75.0,49.5
3030,VIC,Internal Combustion Engine,77870, Not stated, 35-44 years,1246,0,39.5
3030,VIC,Internal Combustion Engine,77870," $1,000-$1,249", 15-19 years,42,1124.5,17.0
3030,VIC,Internal Combustion Engine,77870, $500-$649, 45-54 years,783,574.5,49.5
3030,VIC,Internal Combustion Engine,77870, $300-$399, 25-34 years,711,349.5,29.5
3030,VIC,Internal Combustion Engine,77870," $1,000-$1,249", 75-84 years,73,1124.5,79.5
3030,VIC,Internal Combustion Engine,77870, $500-$649, 85 years and over,129,574.5,85+
3030,VIC,Internal Combustion Engine,77870, Negative/Nil income, 65-74 years,1118,0,69.5
3030,VIC,Internal Combustion Engine,77870, $150-$299, 55-64 years,440,224.5,59.5
3030,VIC,Internal Combustion Engine,77870, $300-$399, 55-64 years,717,349.5,59.5
3030,VIC,Internal Combustion Engine,77870," $3,000-$3499", 25-34 years,207,3249.5,29.5
3030,VIC,Internal Combustion Engine,77870," $1,500-$1,749", 65-74 years,158,1624.5,69.5
3030,VIC,Internal Combustion Engine,77870," $1,500-$1,749", 85 years and over,10,1624.5,85+
3030,VIC,Internal Combustion Engine,77870, $1-$149, 20-24 years,314,75.0,22.0
3030,VIC,Internal Combustion Engine,77870, $650-$799, 85 years and over,84,724.5,85+
3030,VIC,Internal Combustion Engine,77870, $300-$399, 75-84 years,627,349.5,79.5
3030,VIC,Internal Combustion Engine,77870, Negative/Nil income, 45-54 years,1042,0,49.5
3030,VIC,Internal Combustion Engine,77870, Not stated, 85 years and over,279,0,85+
3030,VIC,Internal Combustion Engine,77870," $1,500-$1,749", 75-84 years,32,1624.5,79.5
3030,VIC,Internal Combustion Engine,77870," $2,000-$2,999", 25-34 years,1396,2499.5,29.5
3030,VIC,Internal Combustion Engine,77870, $400-$499, 20-24 years,459,449.5,22.0
3030,VIC,Internal Combustion Engine,77870, $400-$499, 85 years and over,233,449.5,85+
3030,VIC,Internal Combustion Engine,77870, $150-$299, 65-74 years,494,224.5,69.5
3030,VIC,Internal Combustion Engine,77870, Total, 75-84 years,3076,0,79.5
3030,VIC,Internal Combustion Engine,77870, $1-$149, 25-34 years,294,75.0,29.5
3030,VIC,Internal Combustion Engine,77870, $650-$799, 35-44 years,1297,724.5,39.5
3030,VIC,Internal Combustion Engine,77870," $2,000-$2,999", 20-24 years,50,2499.5,22.0
3030,VIC,Internal Combustion Engine,77870," $1,500-$1,749", 20-24 years,141,1624.5,22.0
3030,VIC,Internal Combustion Engine,77870, $800-$999, 75-84 years,115,899.5,79.5
3030,VIC,Internal Combustion Engine,77870, Total, 65-74 years,6759,0,69.5
3030,VIC,Internal Combustion Engine,77870," $1,750-$1,999", 55-64 years,512,1874.5,59.5
3030,VIC,Internal Combustion Engine,77870, $650-$799, 45-54 years,881,724.5,49.5
3030,VIC,Internal Combustion Engine,77870, $150-$299, 15-19 years,764,224.5,17.0
3030,VIC,Internal Combustion Engine,77870," $3,000-$3499", 55-64 years,178,3249.5,59.5
3030,VIC,Internal Combustion Engine,77870, $800-$999, 85 years and over,30,899.5,85+
3030,VIC,Internal Combustion Engine,77870," $1,750-$1,999", 65-74 years,102,1874.5,69.5
3030,VIC,Internal Combustion Engine,77870, $800-$999, 15-19 years,73,899.5,17.0
3030,VIC,Internal Combustion Engine,77870, Negative/Nil income, 35-44 years,1712,0,39.5
3030,VIC,Internal Combustion Engine,77870," $1,250-$1,499", 85 years and over,6,1374.5,85+
3030,VIC,Internal Combustion Engine,77870, $1-$149, 75-84 years,59,75.0,79.5
3030,VIC,Internal Combustion Engine,77870, $400-$499, 35-44 years,704,449.5,39.5
3030,VIC,Internal Combustion Engine,77870, $800-$999, 25-34 years,2095,899.5,29.5
3030,VIC,Internal Combustion Engine,77870, $500-$649, 15-19 years,213,574.5,17.0
3030,VIC,Internal Combustion Engine,77870," $2,000-$2,999", 45-54 years,1871,2499.5,49.5
3030,VIC,Internal Combustion Engine,77870," $1,250-$1,499", 55-64 years,727,1374.5,59.5
3030,VIC,Internal Combustion Engine,77870, $500-$649, 55-64 years,644,574.5,59.5
3030,VIC,Internal Combustion Engine,77870," $1,000-$1,249", 20-24 years,720,1124.5,22.0
3030,VIC,Internal Combustion Engine,77870, Total, 85 years and over,1147,0,85+
3030,VIC,Internal Combustion Engine,77870," $1,250-$1,499", 35-44 years,1969,1374.5,39.5
3030,VIC,Internal Combustion Engine,77870," $3,500 or more", 55-64 years,268,3500+,59.5
3030,VIC,Internal Combustion Engine,77870, Not stated, 15-19 years,414,0,17.0
3030,VIC,Internal Combustion Engine,77870," $2,000-$2,999", 65-74 years,166,2499.5,69.5
3030,VIC,Internal Combustion Engine,77870, Total, 20-24 years,6820,0,22.0
3030,VIC,Internal Combustion Engine,77870," $1,750-$1,999", 25-34 years,933,1874.5,29.5
3030,VIC,Internal Combustion Engine,77870," $1,250-$1,499", 65-74 years,192,1374.5,69.5
3030,VIC,Internal Combustion Engine,77870, $150-$299, 35-44 years,579,224.5,39.5
3030,VIC,Internal Combustion Engine,77870, $650-$799, 15-19 years,110,724.5,17.0
3030,VIC,Internal Combustion Engine,77870," $3,500 or more", 75-84 years,11,3500+,79.5
3030,VIC,Internal Combustion Engine,77870, $400-$499, 55-64 years,581,449.5,59.5
3030,VIC,Internal Combustion Engine,77870, Total, 45-54 years,14671,0,49.5
3030,VIC,Internal Combustion Engine,77870," $1,500-$1,749", 45-54 years,1280,1624.5,49.5
3030,VIC,Internal Combustion Engine,77870, $650-$799, 75-84 years,203,724.5,79.5
3030,VIC,Internal Combustion Engine,77870," $1,250-$1,499", 15-19 years,8,1374.5,17.0
3030,VIC,Internal Combustion Engine,77870," $1,250-$1,499", 75-84 years,42,1374.5,79.5
3030,VIC,Internal Combustion Engine,77870," $1,750-$1,999", 75-84 years,16,1874.5,79.5
3030,VIC,Internal Combustion Engine,77870," $3,500 or more", 85 years and over,3,3500+,85+
3030,VIC,Internal Combustion Engine,77870," $3,500 or more", 20-24 years,3,3500+,22.0
3030,VIC,Internal Combustion Engine,77870, $650-$799, 65-74 years,412,724.5,69.5
3030,VIC,Internal Combustion Engine,77870, $1-$149, 55-64 years,209,75.0,59.5
3030,VIC,Internal Combustion Engine,77870, Negative/Nil income, 15-19 years,3437,0,17.0
3030,VIC,Internal Combustion Engine,77870, $500-$649, 25-34 years,1012,574.5,29.5
3030,VIC,Internal Combustion Engine,77870, $400-$499, 65-74 years,920,449.5,69.5
3030,VIC,Internal Combustion Engine,77870, Total, 55-64 years,9998,0,59.5
3030,VIC,Internal Combustion Engine,77870, Total, 25-34 years,18359,0,29.5
3030,VIC,Internal Combustion Engine,77870," $3,500 or more", 25-34 years,181,3500+,29.5
3030,VIC,Internal Combustion Engine,77870," $2,000-$2,999", 75-84 years,17,2499.5,79.5
3030,VIC,Internal Combustion Engine,77870, $150-$299, 85 years and over,49,224.5,85+
3030,VIC,Internal Combustion Engine,77870," $1,250-$1,499", 45-54 years,1269,1374.5,49.5
3030,VIC,Internal Combustion Engine,77870," $1,750-$1,999", 35-44 years,1586,1874.5,39.5
3030,VIC,Internal Combustion Engine,77870, Not stated, 65-74 years,441,0,69.5
3030,VIC,Internal Combustion Engine,77870, $800-$999, 35-44 years,1832,899.5,39.5
3030,VIC,Internal Combustion Engine,77870," $3,500 or more", 65-74 years,53,3500+,69.5
3030,VIC,Internal Combustion Engine,77870," $2,000-$2,999", 35-44 years,3487,2499.5,39.5
3030,VIC,Internal Combustion Engine,77870, $150-$299, 20-24 years,664,224.5,22.0
3030,VIC,Internal Combustion Engine,77870, $400-$499, 15-19 years,202,449.5,17.0
3030,VIC,Internal Combustion Engine,77870, $400-$499, 45-54 years,546,449.5,49.5
3030,VIC,Internal Combustion Engine,77870, $800-$999, 55-64 years,802,899.5,59.5
3030,VIC,Internal Combustion Engine,77870," $1,250-$1,499", 25-34 years,1986,1374.5,29.5
3030,VIC,Internal Combustion Engine,77870," $2,000-$2,999", 55-64 years,798,2499.5,59.5
3030,VIC,Internal Combustion Engine,77870," $3,500 or more", 45-54 years,686,3500+,49.5
3030,VIC,Internal Combustion Engine,77870, $1-$149, 85 years and over,14,75.0,85+
3030,VIC,Internal Combustion Engine,77870, $650-$799, 20-24 years,711,724.5,22.0
3030,VIC,Internal Combustion Engine,77870, $400-$499, 25-34 years,682,449.5,29.5
3977,VIC,Internal Combustion Engine,76288, $800-$999, 25-34 years,2485,899.5,29.5
3977,VIC,Internal Combustion Engine,76288, $150-$299, 85 years and over,63,224.5,85+
3977,VIC,Internal Combustion Engine,76288, $500-$649, 15-19 years,286,574.5,17.0
3977,VIC,Internal Combustion Engine,76288," $2,000-$2,999", 35-44 years,1816,2499.5,39.5
3977,VIC,Internal Combustion Engine,76288, Negative/Nil income, 65-74 years,923,0,69.5
3977,VIC,Internal Combustion Engine,76288, $150-$299, 20-24 years,634,224.5,22.0
3977,VIC,Internal Combustion Engine,76288," $1,000-$1,249", 65-74 years,316,1124.5,69.5
3977,VIC,Internal Combustion Engine,76288, Total, 25-34 years,18254,0,29.5
3977,VIC,Internal Combustion Engine,76288, $400-$499, 35-44 years,695,449.5,39.5
3977,VIC,Internal Combustion Engine,76288, $500-$649, 75-84 years,391,574.5,79.5
3977,VIC,Internal Combustion Engine,76288, $150-$299, 15-19 years,834,224.5,17.0
3977,VIC,Internal Combustion Engine,76288, $500-$649, 85 years and over,121,574.5,85+
3977,VIC,Internal Combustion Engine,76288, $800-$999, 85 years and over,27,899.5,85+
3977,VIC,Internal Combustion Engine,76288, Negative/Nil income, 15-19 years,3553,0,17.0
3977,VIC,Internal Combustion Engine,76288," $1,250-$1,499", 55-64 years,821,1374.5,59.5
3977,VIC,Internal Combustion Engine,76288, Not stated, 25-34 years,1144,0,29.5
3977,VIC,Internal Combustion Engine,76288," $1,500-$1,749", 20-24 years,158,1624.5,22.0
3977,VIC,Internal Combustion Engine,76288," $1,750-$1,999", 55-64 years,426,1874.5,59.5
3977,VIC,Internal Combustion Engine,76288, Not stated, 35-44 years,993,0,39.5
3977,VIC,Internal Combustion Engine,76288, $500-$649, 25-34 years,1143,574.5,29.5
3977,VIC,Internal Combustion Engine,76288," $1,250-$1,499", 25-34 years,2019,1374.5,29.5
3977,VIC,Internal Combustion Engine,76288," $2,000-$2,999", 55-64 years,615,2499.5,59.5
3977,VIC,Internal Combustion Engine,76288, $800-$999, 75-84 years,97,899.5,79.5
3977,VIC,Internal Combustion Engine,76288, Total, 75-84 years,3373,0,79.5
3977,VIC,Internal Combustion Engine,76288, $650-$799, 35-44 years,1578,724.5,39.5
3977,VIC,Internal Combustion Engine,76288, Not stated, 85 years and over,159,0,85+
3977,VIC,Internal Combustion Engine,76288, $400-$499, 45-54 years,579,449.5,49.5
3977,VIC,Internal Combustion Engine,76288," $1,750-$1,999", 85 years and over,3,1874.5,85+
3977,VIC,Internal Combustion Engine,76288, $1-$149, 20-24 years,282,75.0,22.0
3977,VIC,Internal Combustion Engine,76288, $650-$799, 65-74 years,521,724.5,69.5
3977,VIC,Internal Combustion Engine,76288," $1,500-$1,749", 45-54 years,1119,1624.5,49.5
3977,VIC,Internal Combustion Engine,76288, $800-$999, 35-44 years,2316,899.5,39.5
3977,VIC,Internal Combustion Engine,76288," $3,500 or more", 45-54 years,235,3500+,49.5
3977,VIC,Internal Combustion Engine,76288, $400-$499, 15-19 years,204,449.5,17.0
3977,VIC,Internal Combustion Engine,76288, $150-$299, 35-44 years,550,224.5,39.5
3977,VIC,Internal Combustion Engine,76288, $500-$649, 45-54 years,788,574.5,49.5
3977,VIC,Internal Combustion Engine,76288," $1,500-$1,749", 65-74 years,137,1624.5,69.5
3977,VIC,Internal Combustion Engine,76288, Total, 55-64 years,10409,0,59.5
3977,VIC,Internal Combustion Engine,76288, $650-$799, 85 years and over,47,724.5,85+
3977,VIC,Internal Combustion Engine,76288, $400-$499, 65-74 years,1091,449.5,69.5
3977,VIC,Internal Combustion Engine,76288," $3,500 or more", 25-34 years,91,3500+,29.5
3977,VIC,Internal Combustion Engine,76288," $1,250-$1,499", 15-19 years,20,1374.5,17.0
3977,VIC,Internal Combustion Engine,76288, $150-$299, 45-54 years,406,224.5,49.5
3977,VIC,Internal Combustion Engine,76288," $2,000-$2,999", 75-84 years,7,2499.5,79.5
3977,VIC,Internal Combustion Engine,76288," $3,500 or more", 20-24 years,13,3500+,22.0
3977,VIC,Internal Combustion Engine,76288, $800-$999, 55-64 years,1053,899.5,59.5
3977,VIC,Internal Combustion Engine,76288, $800-$999, 65-74 years,381,899.5,69.5
3977,VIC,Internal Combustion Engine,76288," $1,250-$1,499", 85 years and over,12,1374.5,85+
3977,VIC,Internal Combustion Engine,76288, $500-$649, 35-44 years,1092,574.5,39.5
3977,VIC,Internal Combustion Engine,76288, $400-$499, 75-84 years,799,449.5,79.5
3977,VIC,Internal Combustion Engine,76288, $150-$299, 55-64 years,437,224.5,59.5
3977,VIC,Internal Combustion Engine,76288," $2,000-$2,999", 20-24 years,46,2499.5,22.0
3977,VIC,Internal Combustion Engine,76288, Negative/Nil income, 85 years and over,100,0,85+
3977,VIC,Internal Combustion Engine,76288," $1,250-$1,499", 75-84 years,16,1374.5,79.5
3977,VIC,Internal Combustion Engine,76288, $800-$999, 15-19 years,137,899.5,17.0
3977,VIC,Internal Combustion Engine,76288, $300-$399, 25-34 years,649,349.5,29.5
3977,VIC,Internal Combustion Engine,76288, $400-$499, 55-64 years,644,449.5,59.5
3977,VIC,Internal Combustion Engine,76288, Total, 45-54 years,13913,0,49.5
3977,VIC,Internal Combustion Engine,76288," $1,500-$1,749", 35-44 years,1864,1624.5,39.5
3977,VIC,Internal Combustion Engine,76288, $400-$499, 20-24 years,560,449.5,22.0
3977,VIC,Internal Combustion Engine,76288, $400-$499, 85 years and over,371,449.5,85+
3977,VIC,Internal Combustion Engine,76288, $150-$299, 65-74 years,443,224.5,69.5
3977,VIC,Internal Combustion Engine,76288," $3,500 or more", 75-84 years,17,3500+,79.5
3977,VIC,Internal Combustion Engine,76288, $1-$149, 25-34 years,269,75.0,29.5
3977,VIC,Internal Combustion Engine,76288, Total, 35-44 years,19890,0,39.5
3977,VIC,Internal Combustion Engine,76288," $1,500-$1,749", 75-84 years,22,1624.5,79.5
3977,VIC,Internal Combustion Engine,76288," $2,000-$2,999", 25-34 years,930,2499.5,29.5
3977,VIC,Internal Combustion Engine,76288, Negative/Nil income, 20-24 years,760,0,22.0
3977,VIC,Internal Combustion Engine,76288, Not stated, 55-64 years,585,0,59.5
3977,VIC,Internal Combustion Engine,76288," $2,000-$2,999", 45-54 years,1176,2499.5,49.5
3977,VIC,Internal Combustion Engine,76288," $1,250-$1,499", 35-44 years,2159,1374.5,39.5
3977,VIC,Internal Combustion Engine,76288," $2,000-$2,999", 65-74 years,93,2499.5,69.5
3977,VIC,Internal Combustion Engine,76288, Not stated, 15-19 years,414,0,17.0
3977,VIC,Internal Combustion Engine,76288, Total, 20-24 years,7453,0,22.0
3977,VIC,Internal Combustion Engine,76288, Total, 85 years and over,1144,0,85+
3977,VIC,Internal Combustion Engine,76288, $500-$649, 55-64 years,730,574.5,59.5
3977,VIC,Internal Combustion Engine,76288, Negative/Nil income, 35-44 years,1275,0,39.5
3977,VIC,Internal Combustion Engine,76288, $150-$299, 25-34 years,525,224.5,29.5
3977,VIC,Internal Combustion Engine,76288, $800-$999, 45-54 years,1634,899.5,49.5
3977,VIC,Internal Combustion Engine,76288, $1-$149, 75-84 years,56,75.0,79.5
3977,VIC,Internal Combustion Engine,76288," $1,250-$1,499", 45-54 years,1469,1374.5,49.5
3977,VIC,Internal Combustion Engine,76288," $3,500 or more", 55-64 years,126,3500+,59.5
3977,VIC,Internal Combustion Engine,76288, $300-$399, 55-64 years,712,349.5,59.5
3977,VIC,Internal Combustion Engine,76288," $1,750-$1,999", 65-74 years,102,1874.5,69.5
3977,VIC,Internal Combustion Engine,76288," $1,500-$1,749", 85 years and over,11,1624.5,85+
3977,VIC,Internal Combustion Engine,76288, $500-$649, 20-24 years,737,574.5,22.0
3977,VIC,Internal Combustion Engine,76288, $800-$999, 20-24 years,1086,899.5,22.0
3977,VIC,Internal Combustion Engine,76288," $3,500 or more", 65-74 years,36,3500+,69.5
3977,VIC,Internal Combustion Engine,76288, $150-$299, 75-84 years,187,224.5,79.5
3977,VIC,Internal Combustion Engine,76288, Negative/Nil income, 75-84 years,299,0,79.5
3977,VIC,Internal Combustion Engine,76288, $1-$149, 45-54 years,198,75.0,49.5
3977,VIC,Internal Combustion Engine,76288, $650-$799, 55-64 years,791,724.5,59.5
3977,VIC,Internal Combustion Engine,76288," $1,500-$1,749", 25-34 years,1543,1624.5,29.5
3977,VIC,Internal Combustion Engine,76288, $650-$799, 45-54 years,1077,724.5,49.5
3977,VIC,Internal Combustion Engine,76288, $1-$149, 35-44 years,300,75.0,39.5
3977,VIC,Internal Combustion Engine,76288, $300-$399, 75-84 years,869,349.5,79.5
3977,VIC,Internal Combustion Engine,76288, $300-$399, 15-19 years,297,349.5,17.0
3977,VIC,Internal Combustion Engine,76288," $3,500 or more", 15-19 years,6,3500+,17.0
3977,VIC,Internal Combustion Engine,76288, Not stated, 45-54 years,748,0,49.5
3977,VIC,Internal Combustion Engine,76288, $300-$399, 35-44 years,619,349.5,39.5
3977,VIC,Internal Combustion Engine,76288, Not stated, 20-24 years,462,0,22.0
3977,VIC,Internal Combustion Engine,76288," $1,000-$1,249", 55-64 years,1237,1124.5,59.5
3977,VIC,Internal Combustion Engine,76288," $3,000-$3499", 25-34 years,135,3249.5,29.5
3977,VIC,Internal Combustion Engine,76288, $1-$149, 65-74 years,199,75.0,69.5
3977,VIC,Internal Combustion Engine,76288, $1-$149, 85 years and over,7,75.0,85+
3977,VIC,Internal Combustion Engine,76288, $500-$649, 65-74 years,728,574.5,69.5
3977,VIC,Internal Combustion Engine,76288, $400-$499, 25-34 years,764,449.5,29.5
3977,VIC,Internal Combustion Engine,76288," $1,000-$1,249", 15-19 years,59,1124.5,17.0
3977,VIC,Internal Combustion Engine,76288," $3,000-$3499", 75-84 years,3,3249.5,79.5
3977,VIC,Internal Combustion Engine,76288, Negative/Nil income, 45-54 years,848,0,49.5
3977,VIC,Internal Combustion Engine,76288, Total, 15-19 years,7126,0,17.0
3977,VIC,Internal Combustion Engine,76288," $1,750-$1,999", 20-24 years,57,1874.5,22.0
3977,VIC,Internal Combustion Engine,76288," $1,000-$1,249", 75-84 years,66,1124.5,79.5
3977,VIC,Internal Combustion Engine,76288," $1,500-$1,749", 55-64 years,669,1624.5,59.5
3977,VIC,Internal Combustion Engine,76288," $1,750-$1,999", 25-34 years,854,1874.5,29.5
3977,VIC,Internal Combustion Engine,76288, $1-$149, 15-19 years,1161,75.0,17.0
3977,VIC,Internal Combustion Engine,76288, Not stated, 65-74 years,421,0,69.5
3977,VIC,Internal Combustion Engine,76288, $650-$799, 20-24 years,884,724.5,22.0
3977,VIC,Internal Combustion Engine,76288, Negative/Nil income, 25-34 years,1419,0,29.5
3977,VIC,Internal Combustion Engine,76288, $300-$399, 85 years and over,210,349.5,85+
3977,VIC,Internal Combustion Engine,76288," $1,750-$1,999", 35-44 years,1214,1874.5,39.5
3977,VIC,Internal Combustion Engine,76288, $300-$399, 20-24 years,570,349.5,22.0
3977,VIC,Internal Combustion Engine,76288," $1,000-$1,249", 45-54 years,2097,1124.5,49.5
3977,VIC,Internal Combustion Engine,76288," $1,000-$1,249", 25-34 years,2769,1124.5,29.5
3977,VIC,Internal Combustion Engine,76288," $3,000-$3499", 35-44 years,318,3249.5,39.5
3977,VIC,Internal Combustion Engine,76288," $3,000-$3499", 55-64 years,113,3249.5,59.5
3977,VIC,Internal Combustion Engine,76288," $1,250-$1,499", 65-74 years,199,1374.5,69.5
3977,VIC,Internal Combustion Engine,76288," $3,000-$3499", 45-54 years,185,3249.5,49.5
3977,VIC,Internal Combustion Engine,76288," $1,000-$1,249", 35-44 years,2840,1124.5,39.5
3977,VIC,Internal Combustion Engine,76288," $1,750-$1,999", 45-54 years,802,1874.5,49.5
3977,VIC,Internal Combustion Engine,76288," $1,000-$1,249", 85 years and over,17,1124.5,85+
3977,VIC,Internal Combustion Engine,76288," $1,500-$1,749", 15-19 years,8,1624.5,17.0
3977,VIC,Internal Combustion Engine,76288," $1,750-$1,999", 75-84 years,8,1874.5,79.5
3977,VIC,Internal Combustion Engine,76288, $300-$399, 45-54 years,541,349.5,49.5
3977,VIC,Internal Combustion Engine,76288," $1,000-$1,249", 20-24 years,814,1124.5,22.0
3977,VIC,Internal Combustion Engine,76288, Total, 65-74 years,6854,0,69.5
3977,VIC,Internal Combustion Engine,76288, $650-$799, 25-34 years,1517,724.5,29.5
3977,VIC,Internal Combustion Engine,76288, $1-$149, 55-64 years,214,75.0,59.5
3977,VIC,Internal Combustion Engine,76288," $3,000-$3499", 65-74 years,18,3249.5,69.5
3977,VIC,Internal Combustion Engine,76288, Negative/Nil income, 55-64 years,1238,0,59.5
3977,VIC,Internal Combustion Engine,76288," $1,250-$1,499", 20-24 years,382,1374.5,22.0
3977,VIC,Internal Combustion Engine,76288, $650-$799, 75-84 years,219,724.5,79.5
3977,VIC,Internal Combustion Engine,76288," $1,750-$1,999", 15-19 years,3,1874.5,17.0
3977,VIC,Internal Combustion Engine,76288," $3,500 or more", 35-44 years,268,3500+,39.5
3977,VIC,Internal Combustion Engine,76288, $300-$399, 65-74 years,1237,349.5,69.5
3977,VIC,Internal Combustion Engine,76288, $650-$799, 15-19 years,158,724.5,17.0
3977,VIC,Internal Combustion Engine,76288, Not stated, 75-84 years,305,0,79.5
2170,NSW,Internal Combustion Engine,74941," $1,000-$1,249", 85 years and over,11,1124.5,85+
2170,NSW,Internal Combustion Engine,74941," $3,000-$3499", 25-34 years,115,3249.5,29.5
2170,NSW,Internal Combustion Engine,74941," $2,000-$2,999", 55-64 years,606,2499.5,59.5
2170,NSW,Internal Combustion Engine,74941, $150-$299, 25-34 years,669,224.5,29.5
2170,NSW,Internal Combustion Engine,74941, $800-$999, 35-44 years,1527,899.5,39.5
2170,NSW,Internal Combustion Engine,74941, Negative/Nil income, 75-84 years,442,0,79.5
2170,NSW,Internal Combustion Engine,74941, Total, 35-44 years,16392,0,39.5
2170,NSW,Internal Combustion Engine,74941," $3,500 or more", 65-74 years,45,3500+,69.5
2170,NSW,Internal Combustion Engine,74941, $650-$799, 15-19 years,187,724.5,17.0
2170,NSW,Internal Combustion Engine,74941, $300-$399, 65-74 years,1885,349.5,69.5
2170,NSW,Internal Combustion Engine,74941," $3,000-$3499", 20-24 years,4,3249.5,22.0
2170,NSW,Internal Combustion Engine,74941, $800-$999, 55-64 years,1008,899.5,59.5
2170,NSW,Internal Combustion Engine,74941, $800-$999, 45-54 years,1400,899.5,49.5
