Postcode,State,Fuel Type,Registrations as at 31 January 2022,Total personal income (weekly),Age,Population,Income_Midpoint,Age_Midpoint
2170,NSW,Internal Combustion Engine,74941, $150-$299, 35-44 years,655,224.5,39.5
2170,NSW,Internal Combustion Engine,74941," $1,250-$1,499", 45-54 years,1130,1374.5,49.5
2170,NSW,Internal Combustion Engine,74941," $1,750-$1,999", 25-34 years,801,1874.5,29.5
2170,NSW,Internal Combustion Engine,74941," $2,000-$2,999", 65-74 years,126,2499.5,69.5
2170,NSW,Internal Combustion Engine,74941," $1,000-$1,249", 15-19 years,64,1124.5,17.0
2170,NSW,Internal Combustion Engine,74941, $400-$499, 65-74 years,1407,449.5,69.5
2170,NSW,Internal Combustion Engine,74941, $1-$149, 75-84 years,86,75.0,79.5
2170,NSW,Internal Combustion Engine,74941, $1-$149, 35-44 years,212,75.0,39.5
2170,NSW,Internal Combustion Engine,74941," $1,500-$1,749", 85 years and over,8,1624.5,85+
2170,NSW,Internal Combustion Engine,74941," $2,000-$2,999", 75-84 years,20,2499.5,79.5
2170,NSW,Internal Combustion Engine,74941, Total, 85 years and over,1947,0,85+
2170,NSW,Internal Combustion Engine,74941, Negative/Nil income, 35-44 years,1283,0,39.5
2170,NSW,Internal Combustion Engine,74941, Not stated, 55-64 years,870,0,59.5
2170,NSW,Internal Combustion Engine,74941, Total, 45-54 years,14110,0,49.5
2170,NSW,Internal Combustion Engine,74941, $500-$649, 20-24 years,760,574.5,22.0
2170,NSW,Internal Combustion Engine,74941," $1,250-$1,499", 85 years and over,10,1374.5,85+
2170,NSW,Internal Combustion Engine,74941," $1,250-$1,499", 20-24 years,453,1374.5,22.0
2170,NSW,Internal Combustion Engine,74941, Total, 65-74 years,8538,0,69.5
2170,NSW,Internal Combustion Engine,74941, $150-$299, 75-84 years,332,224.5,79.5
2170,NSW,Internal Combustion Engine,74941, Negative/Nil income, 85 years and over,160,0,85+
2170,NSW,Internal Combustion Engine,74941," $3,500 or more", 20-24 years,10,3500+,22.0
2170,NSW,Internal Combustion Engine,74941," $3,500 or more", 85 years and over,4,3500+,85+
2170,NSW,Internal Combustion Engine,74941, $650-$799, 55-64 years,908,724.5,59.5
2170,NSW,Internal Combustion Engine,74941," $1,750-$1,999", 75-84 years,13,1874.5,79.5
2170,NSW,Internal Combustion Engine,74941," $2,000-$2,999", 25-34 years,962,2499.5,29.5
2170,NSW,Internal Combustion Engine,74941," $1,500-$1,749", 35-44 years,1199,1624.5,39.5
2170,NSW,Internal Combustion Engine,74941, $150-$299, 65-74 years,605,224.5,69.5
2170,NSW,Internal Combustion Engine,74941," $1,250-$1,499", 25-34 years,1675,1374.5,29.5
2170,NSW,Internal Combustion Engine,74941, $400-$499, 85 years and over,494,449.5,85+
2170,NSW,Internal Combustion Engine,74941, Total, 15-19 years,7370,0,17.0
2170,NSW,Internal Combustion Engine,74941, Total, 75-84 years,4808,0,79.5
2170,NSW,Internal Combustion Engine,74941," $3,500 or more", 35-44 years,291,3500+,39.5
2170,NSW,Internal Combustion Engine,74941, $650-$799, 35-44 years,1176,724.5,39.5
2170,NSW,Internal Combustion Engine,74941," $2,000-$2,999", 85 years and over,7,2499.5,85+
2170,NSW,Internal Combustion Engine,74941," $1,750-$1,999", 35-44 years,891,1874.5,39.5
2170,NSW,Internal Combustion Engine,74941, Negative/Nil income, 55-64 years,1373,0,59.5
2170,NSW,Internal Combustion Engine,74941," $3,500 or more", 45-54 years,285,3500+,49.5
2170,NSW,Internal Combustion Engine,74941, Not stated, 75-84 years,641,0,79.5
2170,NSW,Internal Combustion Engine,74941, $800-$999, 65-74 years,428,899.5,69.5
2170,NSW,Internal Combustion Engine,74941, $1-$149, 20-24 years,304,75.0,22.0
2170,NSW,Internal Combustion Engine,74941," $1,500-$1,749", 15-19 years,3,1624.5,17.0
2170,NSW,Internal Combustion Engine,74941, Total, 20-24 years,7819,0,22.0
2170,NSW,Internal Combustion Engine,74941, $1-$149, 85 years and over,29,75.0,85+
2170,NSW,Internal Combustion Engine,74941, $400-$499, 25-34 years,783,449.5,29.5
2170,NSW,Internal Combustion Engine,74941, Not stated, 15-19 years,576,0,17.0
2170,NSW,Internal Combustion Engine,74941, $650-$799, 85 years and over,48,724.5,85+
2170,NSW,Internal Combustion Engine,74941, $650-$799, 20-24 years,820,724.5,22.0
2170,NSW,Internal Combustion Engine,74941, $500-$649, 75-84 years,432,574.5,79.5
2170,NSW,Internal Combustion Engine,74941," $2,000-$2,999", 35-44 years,1465,2499.5,39.5
2170,NSW,Internal Combustion Engine,74941, Total, 55-64 years,12336,0,59.5
2170,NSW,Internal Combustion Engine,74941," $1,250-$1,499", 75-84 years,36,1374.5,79.5
2170,NSW,Internal Combustion Engine,74941," $3,500 or more", 25-34 years,101,3500+,29.5
2170,NSW,Internal Combustion Engine,74941, $150-$299, 20-24 years,807,224.5,22.0
2170,NSW,Internal Combustion Engine,74941, Not stated, 25-34 years,1596,0,29.5
2170,NSW,Internal Combustion Engine,74941, $800-$999, 20-24 years,888,899.5,22.0
2170,NSW,Internal Combustion Engine,74941, $800-$999, 85 years and over,37,899.5,85+
2170,NSW,Internal Combustion Engine,74941, $400-$499, 15-19 years,259,449.5,17.0
2170,NSW,Internal Combustion Engine,74941, $1-$149, 65-74 years,226,75.0,69.5
2170,NSW,Internal Combustion Engine,74941, $400-$499, 75-84 years,1074,449.5,79.5
2170,NSW,Internal Combustion Engine,74941, $400-$499, 55-64 years,1024,449.5,59.5
2170,NSW,Internal Combustion Engine,74941, Negative/Nil income, 15-19 years,3610,0,17.0
2170,NSW,Internal Combustion Engine,74941," $2,000-$2,999", 20-24 years,48,2499.5,22.0
2170,NSW,Internal Combustion Engine,74941," $1,250-$1,499", 15-19 years,15,1374.5,17.0
2170,NSW,Internal Combustion Engine,74941, $1-$149, 45-54 years,196,75.0,49.5
2170,NSW,Internal Combustion Engine,74941, $150-$299, 85 years and over,106,224.5,85+
2170,NSW,Internal Combustion Engine,74941, $1-$149, 55-64 years,209,75.0,59.5
2170,NSW,Internal Combustion Engine,74941, $650-$799, 65-74 years,483,724.5,69.5
2170,NSW,Internal Combustion Engine,74941, $300-$399, 15-19 years,325,349.5,17.0
2170,NSW,Internal Combustion Engine,74941," $1,000-$1,249", 20-24 years,837,1124.5,22.0
2170,NSW,Internal Combustion Engine,74941," $1,750-$1,999", 15-19 years,5,1874.5,17.0
2170,NSW,Internal Combustion Engine,74941, $400-$499, 45-54 years,872,449.5,49.5
2170,NSW,Internal Combustion Engine,74941," $1,250-$1,499", 55-64 years,833,1374.5,59.5
2170,NSW,Internal Combustion Engine,74941," $1,250-$1,499", 65-74 years,238,1374.5,69.5
2170,NSW,Internal Combustion Engine,74941," $3,000-$3499", 35-44 years,244,3249.5,39.5
2170,NSW,Internal Combustion Engine,74941," $3,500 or more", 75-84 years,17,3500+,79.5
2170,NSW,Internal Combustion Engine,74941, $500-$649, 85 years and over,169,574.5,85+
2170,NSW,Internal Combustion Engine,74941," $2,000-$2,999", 45-54 years,1092,2499.5,49.5
2170,NSW,Internal Combustion Engine,74941," $1,000-$1,249", 75-84 years,90,1124.5,79.5
2170,NSW,Internal Combustion Engine,74941, $300-$399, 85 years and over,326,349.5,85+
2170,NSW,Internal Combustion Engine,74941," $1,750-$1,999", 20-24 years,80,1874.5,22.0
2170,NSW,Internal Combustion Engine,74941, Total, 25-34 years,17018,0,29.5
2170,NSW,Internal Combustion Engine,74941, $400-$499, 35-44 years,842,449.5,39.5
2170,NSW,Internal Combustion Engine,74941, $150-$299, 45-54 years,631,224.5,49.5
2170,NSW,Internal Combustion Engine,74941, $300-$399, 75-84 years,1196,349.5,79.5
2170,NSW,Internal Combustion Engine,74941," $3,000-$3499", 45-54 years,212,3249.5,49.5
2170,NSW,Internal Combustion Engine,74941, $800-$999, 25-34 years,1749,899.5,29.5
2170,NSW,Internal Combustion Engine,74941, Negative/Nil income, 65-74 years,983,0,69.5
2170,NSW,Internal Combustion Engine,74941, $300-$399, 25-34 years,943,349.5,29.5
2170,NSW,Internal Combustion Engine,74941," $3,000-$3499", 85 years and over,4,3249.5,85+
2170,NSW,Internal Combustion Engine,74941," $1,500-$1,749", 20-24 years,184,1624.5,22.0
2170,NSW,Internal Combustion Engine,74941," $1,000-$1,249", 65-74 years,386,1124.5,69.5
2170,NSW,Internal Combustion Engine,74941," $1,000-$1,249", 25-34 years,2185,1124.5,29.5
2170,NSW,Internal Combustion Engine,74941," $1,500-$1,749", 55-64 years,680,1624.5,59.5
2170,NSW,Internal Combustion Engine,74941, $650-$799, 75-84 years,242,724.5,79.5
2170,NSW,Internal Combustion Engine,74941, $150-$299, 15-19 years,844,224.5,17.0
2170,NSW,Internal Combustion Engine,74941," $1,750-$1,999", 55-64 years,469,1874.5,59.5
2170,NSW,Internal Combustion Engine,74941, $500-$649, 35-44 years,1043,574.5,39.5
2170,NSW,Internal Combustion Engine,74941, $300-$399, 45-54 years,991,349.5,49.5
2170,NSW,Internal Combustion Engine,74941, Not stated, 35-44 years,1389,0,39.5
2170,NSW,Internal Combustion Engine,74941, Negative/Nil income, 20-24 years,894,0,22.0
2170,NSW,Internal Combustion Engine,74941," $1,000-$1,249", 45-54 years,1599,1124.5,49.5
2170,NSW,Internal Combustion Engine,74941, Negative/Nil income, 45-54 years,1089,0,49.5
2170,NSW,Internal Combustion Engine,74941," $1,750-$1,999", 45-54 years,758,1874.5,49.5
2170,NSW,Internal Combustion Engine,74941, $400-$499, 20-24 years,491,449.5,22.0
2170,NSW,Internal Combustion Engine,74941, $800-$999, 15-19 years,117,899.5,17.0
2170,NSW,Internal Combustion Engine,74941," $3,000-$3499", 65-74 years,25,3249.5,69.5
2170,NSW,Internal Combustion Engine,74941, $500-$649, 55-64 years,855,574.5,59.5
2170,NSW,Internal Combustion Engine,74941, Not stated, 20-24 years,654,0,22.0
2170,NSW,Internal Combustion Engine,74941, $1-$149, 25-34 years,186,75.0,29.5
2170,NSW,Internal Combustion Engine,74941, $800-$999, 75-84 years,154,899.5,79.5
2170,NSW,Internal Combustion Engine,74941, $150-$299, 55-64 years,707,224.5,59.5
2170,NSW,Internal Combustion Engine,74941," $1,250-$1,499", 35-44 years,1471,1374.5,39.5
2170,NSW,Internal Combustion Engine,74941, $650-$799, 25-34 years,1309,724.5,29.5
2170,NSW,Internal Combustion Engine,74941," $1,500-$1,749", 65-74 years,164,1624.5,69.5
2170,NSW,Internal Combustion Engine,74941, Not stated, 85 years and over,521,0,85+
2170,NSW,Internal Combustion Engine,74941," $1,500-$1,749", 75-84 years,40,1624.5,79.5
2170,NSW,Internal Combustion Engine,74941, $1-$149, 15-19 years,1081,75.0,17.0
2170,NSW,Internal Combustion Engine,74941, $500-$649, 65-74 years,765,574.5,69.5
2170,NSW,Internal Combustion Engine,74941, $500-$649, 15-19 years,286,574.5,17.0
2170,NSW,Internal Combustion Engine,74941," $3,500 or more", 55-64 years,118,3500+,59.5
2170,NSW,Internal Combustion Engine,74941," $1,000-$1,249", 35-44 years,1784,1124.5,39.5
2170,NSW,Internal Combustion Engine,74941, $500-$649, 45-54 years,900,574.5,49.5
2170,NSW,Internal Combustion Engine,74941, $650-$799, 45-54 years,1022,724.5,49.5
2170,NSW,Internal Combustion Engine,74941, Negative/Nil income, 25-34 years,1554,0,29.5
2170,NSW,Internal Combustion Engine,74941," $3,000-$3499", 75-84 years,8,3249.5,79.5
2170,NSW,Internal Combustion Engine,74941, $300-$399, 20-24 years,582,349.5,22.0
2170,NSW,Internal Combustion Engine,74941, Not stated, 65-74 years,685,0,69.5
2170,NSW,Internal Combustion Engine,74941, $300-$399, 55-64 years,1392,349.5,59.5
2170,NSW,Internal Combustion Engine,74941," $1,500-$1,749", 25-34 years,1259,1624.5,29.5
2170,NSW,Internal Combustion Engine,74941," $1,500-$1,749", 45-54 years,974,1624.5,49.5
2170,NSW,Internal Combustion Engine,74941," $1,000-$1,249", 55-64 years,1196,1124.5,59.5
2170,NSW,Internal Combustion Engine,74941," $1,750-$1,999", 65-74 years,93,1874.5,69.5
2170,NSW,Internal Combustion Engine,74941, $500-$649, 25-34 years,1137,574.5,29.5
2170,NSW,Internal Combustion Engine,74941," $3,000-$3499", 55-64 years,114,3249.5,59.5
2170,NSW,Internal Combustion Engine,74941, Not stated, 45-54 years,955,0,49.5
2170,NSW,Internal Combustion Engine,74941, $300-$399, 35-44 years,924,349.5,39.5
4740,QLD,Internal Combustion Engine,70852, $300-$399, 35-44 years,347,349.5,39.5
4740,QLD,Internal Combustion Engine,70852, Not stated, 75-84 years,598,0,79.5
4740,QLD,Internal Combustion Engine,70852, $1-$149, 20-24 years,98,75.0,22.0
4740,QLD,Internal Combustion Engine,70852, $1-$149, 85 years and over,28,75.0,85+
4740,QLD,Internal Combustion Engine,70852, Negative/Nil income, 45-54 years,451,0,49.5
4740,QLD,Internal Combustion Engine,70852," $1,750-$1,999", 35-44 years,798,1874.5,39.5
4740,QLD,Internal Combustion Engine,70852, $400-$499, 75-84 years,851,449.5,79.5
4740,QLD,Internal Combustion Engine,70852, $650-$799, 25-34 years,779,724.5,29.5
4740,QLD,Internal Combustion Engine,70852, Total, 65-74 years,7459,0,69.5
4740,QLD,Internal Combustion Engine,70852," $1,000-$1,249", 55-64 years,1009,1124.5,59.5
4740,QLD,Internal Combustion Engine,70852," $1,500-$1,749", 55-64 years,755,1624.5,59.5
4740,QLD,Internal Combustion Engine,70852," $3,000-$3499", 65-74 years,57,3249.5,69.5
4740,QLD,Internal Combustion Engine,70852, Total, 15-19 years,5135,0,17.0
4740,QLD,Internal Combustion Engine,70852, $400-$499, 85 years and over,486,449.5,85+
4740,QLD,Internal Combustion Engine,70852, $300-$399, 45-54 years,339,349.5,49.5
4740,QLD,Internal Combustion Engine,70852," $1,250-$1,499", 20-24 years,414,1374.5,22.0
4740,QLD,Internal Combustion Engine,70852," $3,500 or more", 25-34 years,189,3500+,29.5
4740,QLD,Internal Combustion Engine,70852, $650-$799, 85 years and over,54,724.5,85+
4740,QLD,Internal Combustion Engine,70852," $3,500 or more", 35-44 years,493,3500+,39.5
4740,QLD,Internal Combustion Engine,70852, $400-$499, 25-34 years,403,449.5,29.5
4740,QLD,Internal Combustion Engine,70852, $1-$149, 35-44 years,129,75.0,39.5
4740,QLD,Internal Combustion Engine,70852," $1,000-$1,249", 65-74 years,423,1124.5,69.5
4740,QLD,Internal Combustion Engine,70852," $1,500-$1,749", 85 years and over,15,1624.5,85+
4740,QLD,Internal Combustion Engine,70852," $3,500 or more", 85 years and over,8,3500+,85+
4740,QLD,Internal Combustion Engine,70852, $500-$649, 35-44 years,625,574.5,39.5
4740,QLD,Internal Combustion Engine,70852, $650-$799, 20-24 years,662,724.5,22.0
4740,QLD,Internal Combustion Engine,70852," $1,250-$1,499", 45-54 years,934,1374.5,49.5
4740,QLD,Internal Combustion Engine,70852, $500-$649, 65-74 years,847,574.5,69.5
4740,QLD,Internal Combustion Engine,70852," $2,000-$2,999", 15-19 years,5,2499.5,17.0
4740,QLD,Internal Combustion Engine,70852, $650-$799, 55-64 years,660,724.5,59.5
4740,QLD,Internal Combustion Engine,70852, $650-$799, 35-44 years,688,724.5,39.5
4740,QLD,Internal Combustion Engine,70852, $300-$399, 15-19 years,244,349.5,17.0
4740,QLD,Internal Combustion Engine,70852," $1,000-$1,249", 25-34 years,1342,1124.5,29.5
4740,QLD,Internal Combustion Engine,70852," $3,000-$3499", 45-54 years,453,3249.5,49.5
4740,QLD,Internal Combustion Engine,70852," $1,750-$1,999", 55-64 years,626,1874.5,59.5
4740,QLD,Internal Combustion Engine,70852," $1,250-$1,499", 65-74 years,252,1374.5,69.5
4740,QLD,Internal Combustion Engine,70852," $1,750-$1,999", 75-84 years,15,1874.5,79.5
4740,QLD,Internal Combustion Engine,70852," $1,750-$1,999", 15-19 years,10,1874.5,17.0
4740,QLD,Internal Combustion Engine,70852," $3,000-$3499", 25-34 years,243,3249.5,29.5
4740,QLD,Internal Combustion Engine,70852, $1-$149, 55-64 years,211,75.0,59.5
4740,QLD,Internal Combustion Engine,70852, $1-$149, 45-54 years,103,75.0,49.5
4740,QLD,Internal Combustion Engine,70852, $300-$399, 75-84 years,813,349.5,79.5
4740,QLD,Internal Combustion Engine,70852, Not stated, 45-54 years,1185,0,49.5
4740,QLD,Internal Combustion Engine,70852, $650-$799, 65-74 years,585,724.5,69.5
4740,QLD,Internal Combustion Engine,70852," $1,000-$1,249", 85 years and over,20,1124.5,85+
4740,QLD,Internal Combustion Engine,70852," $1,000-$1,249", 15-19 years,65,1124.5,17.0
4740,QLD,Internal Combustion Engine,70852," $3,000-$3499", 20-24 years,24,3249.5,22.0
4740,QLD,Internal Combustion Engine,70852, $300-$399, 65-74 years,1141,349.5,69.5
4740,QLD,Internal Combustion Engine,70852, $650-$799, 75-84 years,245,724.5,79.5
4740,QLD,Internal Combustion Engine,70852, $300-$399, 55-64 years,588,349.5,59.5
4740,QLD,Internal Combustion Engine,70852," $1,000-$1,249", 75-84 years,110,1124.5,79.5
4740,QLD,Internal Combustion Engine,70852, $1-$149, 65-74 years,213,75.0,69.5
4740,QLD,Internal Combustion Engine,70852, $650-$799, 15-19 years,253,724.5,17.0
4740,QLD,Internal Combustion Engine,70852," $1,750-$1,999", 20-24 years,162,1874.5,22.0
4740,QLD,Internal Combustion Engine,70852, $650-$799, 45-54 years,745,724.5,49.5
4740,QLD,Internal Combustion Engine,70852," $3,000-$3499", 75-84 years,8,3249.5,79.5
4740,QLD,Internal Combustion Engine,70852, Total, 85 years and over,1592,0,85+
4740,QLD,Internal Combustion Engine,70852, Total, 20-24 years,5191,0,22.0
4740,QLD,Internal Combustion Engine,70852," $1,250-$1,499", 75-84 years,46,1374.5,79.5
4740,QLD,Internal Combustion Engine,70852, $300-$399, 85 years and over,225,349.5,85+
4740,QLD,Internal Combustion Engine,70852," $1,250-$1,499", 35-44 years,970,1374.5,39.5
4740,QLD,Internal Combustion Engine,70852, Negative/Nil income, 25-34 years,514,0,29.5
4740,QLD,Internal Combustion Engine,70852," $1,750-$1,999", 25-34 years,800,1874.5,29.5
4740,QLD,Internal Combustion Engine,70852, $1-$149, 15-19 years,1144,75.0,17.0
4740,QLD,Internal Combustion Engine,70852," $3,500 or more", 55-64 years,345,3500+,59.5
4740,QLD,Internal Combustion Engine,70852, $1-$149, 25-34 years,127,75.0,29.5
4740,QLD,Internal Combustion Engine,70852," $1,750-$1,999", 65-74 years,166,1874.5,69.5
4740,QLD,Internal Combustion Engine,70852," $1,000-$1,249", 35-44 years,1113,1124.5,39.5
4740,QLD,Internal Combustion Engine,70852," $3,500 or more", 15-19 years,6,3500+,17.0
4740,QLD,Internal Combustion Engine,70852," $1,750-$1,999", 45-54 years,822,1874.5,49.5
4740,QLD,Internal Combustion Engine,70852, Total, 35-44 years,11530,0,39.5
4740,QLD,Internal Combustion Engine,70852, $300-$399, 20-24 years,229,349.5,22.0
4740,QLD,Internal Combustion Engine,70852, $400-$499, 55-64 years,569,449.5,59.5
4740,QLD,Internal Combustion Engine,70852, Negative/Nil income, 75-84 years,214,0,79.5
4740,QLD,Internal Combustion Engine,70852," $1,500-$1,749", 65-74 years,205,1624.5,69.5
4740,QLD,Internal Combustion Engine,70852," $1,000-$1,249", 45-54 years,1154,1124.5,49.5
4740,QLD,Internal Combustion Engine,70852, $500-$649, 55-64 years,663,574.5,59.5
4740,QLD,Internal Combustion Engine,70852, $800-$999, 15-19 years,164,899.5,17.0
4740,QLD,Internal Combustion Engine,70852," $2,000-$2,999", 20-24 years,185,2499.5,22.0
4740,QLD,Internal Combustion Engine,70852," $3,000-$3499", 55-64 years,287,3249.5,59.5
4740,QLD,Internal Combustion Engine,70852, Not stated, 15-19 years,392,0,17.0
4740,QLD,Internal Combustion Engine,70852," $1,250-$1,499", 85 years and over,7,1374.5,85+
4740,QLD,Internal Combustion Engine,70852, Not stated, 85 years and over,369,0,85+
4740,QLD,Internal Combustion Engine,70852, Total, 75-84 years,3996,0,79.5
4740,QLD,Internal Combustion Engine,70852, $1-$149, 75-84 years,110,75.0,79.5
4740,QLD,Internal Combustion Engine,70852," $1,250-$1,499", 25-34 years,1033,1374.5,29.5
4740,QLD,Internal Combustion Engine,70852, $400-$499, 15-19 years,260,449.5,17.0
4740,QLD,Internal Combustion Engine,70852, Not stated, 65-74 years,683,0,69.5
4740,QLD,Internal Combustion Engine,70852, $400-$499, 20-24 years,239,449.5,22.0
4740,QLD,Internal Combustion Engine,70852, $500-$649, 45-54 years,538,574.5,49.5
4740,QLD,Internal Combustion Engine,70852, Negative/Nil income, 35-44 years,451,0,39.5
4740,QLD,Internal Combustion Engine,70852," $3,500 or more", 20-24 years,23,3500+,22.0
4740,QLD,Internal Combustion Engine,70852, $150-$299, 75-84 years,270,224.5,79.5
4740,QLD,Internal Combustion Engine,70852, Not stated, 55-64 years,1059,0,59.5
4740,QLD,Internal Combustion Engine,70852," $3,500 or more", 45-54 years,608,3500+,49.5
4740,QLD,Internal Combustion Engine,70852, $400-$499, 65-74 years,1029,449.5,69.5
4740,QLD,Internal Combustion Engine,70852, $150-$299, 15-19 years,589,224.5,17.0
4740,QLD,Internal Combustion Engine,70852," $2,000-$2,999", 25-34 years,1302,2499.5,29.5
4740,QLD,Internal Combustion Engine,70852, $800-$999, 55-64 years,878,899.5,59.5
4740,QLD,Internal Combustion Engine,70852," $2,000-$2,999", 75-84 years,39,2499.5,79.5
4740,QLD,Internal Combustion Engine,70852, Negative/Nil income, 85 years and over,53,0,85+
4740,QLD,Internal Combustion Engine,70852, Not stated, 20-24 years,571,0,22.0
4740,QLD,Internal Combustion Engine,70852, $300-$399, 25-34 years,373,349.5,29.5
4740,QLD,Internal Combustion Engine,70852, Total, 25-34 years,11474,0,29.5
4740,QLD,Internal Combustion Engine,70852, Not stated, 35-44 years,1202,0,39.5
4740,QLD,Internal Combustion Engine,70852, $150-$299, 55-64 years,391,224.5,59.5
4740,QLD,Internal Combustion Engine,70852, Negative/Nil income, 65-74 years,601,0,69.5
4740,QLD,Internal Combustion Engine,70852, Total, 45-54 years,11373,0,49.5
4740,QLD,Internal Combustion Engine,70852," $1,500-$1,749", 20-24 years,247,1624.5,22.0
4740,QLD,Internal Combustion Engine,70852, $500-$649, 85 years and over,162,574.5,85+
4740,QLD,Internal Combustion Engine,70852, $800-$999, 75-84 years,140,899.5,79.5
4740,QLD,Internal Combustion Engine,70852, $150-$299, 25-34 years,279,224.5,29.5
4740,QLD,Internal Combustion Engine,70852," $1,250-$1,499", 55-64 years,798,1374.5,59.5
4740,QLD,Internal Combustion Engine,70852, $400-$499, 45-54 years,391,449.5,49.5
4740,QLD,Internal Combustion Engine,70852," $3,500 or more", 65-74 years,97,3500+,69.5
4740,QLD,Internal Combustion Engine,70852, $500-$649, 20-24 years,462,574.5,22.0
4740,QLD,Internal Combustion Engine,70852, Negative/Nil income, 15-19 years,1583,0,17.0
4740,QLD,Internal Combustion Engine,70852," $1,000-$1,249", 20-24 years,637,1124.5,22.0
4740,QLD,Internal Combustion Engine,70852," $1,500-$1,749", 35-44 years,944,1624.5,39.5
4740,QLD,Internal Combustion Engine,70852, $500-$649, 25-34 years,584,574.5,29.5
4740,QLD,Internal Combustion Engine,70852, Negative/Nil income, 20-24 years,242,0,22.0
4740,QLD,Internal Combustion Engine,70852," $3,000-$3499", 85 years and over,3,3249.5,85+
4740,QLD,Internal Combustion Engine,70852," $2,000-$2,999", 55-64 years,1127,2499.5,59.5
4740,QLD,Internal Combustion Engine,70852, $150-$299, 20-24 years,218,224.5,22.0
4740,QLD,Internal Combustion Engine,70852," $1,750-$1,999", 85 years and over,5,1874.5,85+
4740,QLD,Internal Combustion Engine,70852, $150-$299, 35-44 years,264,224.5,39.5
4740,QLD,Internal Combustion Engine,70852, $800-$999, 25-34 years,1187,899.5,29.5
4740,QLD,Internal Combustion Engine,70852, $800-$999, 45-54 years,925,899.5,49.5
4740,QLD,Internal Combustion Engine,70852," $2,000-$2,999", 45-54 years,1572,2499.5,49.5
4740,QLD,Internal Combustion Engine,70852, $800-$999, 35-44 years,962,899.5,39.5
4740,QLD,Internal Combustion Engine,70852, Not stated, 25-34 years,1307,0,29.5
4740,QLD,Internal Combustion Engine,70852," $1,500-$1,749", 45-54 years,945,1624.5,49.5
4740,QLD,Internal Combustion Engine,70852," $2,000-$2,999", 35-44 years,1690,2499.5,39.5
4740,QLD,Internal Combustion Engine,70852, $800-$999, 20-24 years,784,899.5,22.0
4740,QLD,Internal Combustion Engine,70852, $500-$649, 75-84 years,488,574.5,79.5
4740,QLD,Internal Combustion Engine,70852, Total, 55-64 years,10866,0,59.5
4740,QLD,Internal Combustion Engine,70852, $150-$299, 45-54 years,212,224.5,49.5
4740,QLD,Internal Combustion Engine,70852," $1,250-$1,499", 15-19 years,24,1374.5,17.0
4740,QLD,Internal Combustion Engine,70852," $1,500-$1,749", 75-84 years,26,1624.5,79.5
4740,QLD,Internal Combustion Engine,70852," $2,000-$2,999", 65-74 years,220,2499.5,69.5
4740,QLD,Internal Combustion Engine,70852, $150-$299, 85 years and over,108,224.5,85+
4740,QLD,Internal Combustion Engine,70852, Negative/Nil income, 55-64 years,892,0,59.5
4740,QLD,Internal Combustion Engine,70852, $400-$499, 35-44 years,397,449.5,39.5
4740,QLD,Internal Combustion Engine,70852," $1,500-$1,749", 15-19 years,18,1624.5,17.0
4740,QLD,Internal Combustion Engine,70852, $800-$999, 65-74 years,434,899.5,69.5
4740,QLD,Internal Combustion Engine,70852, $800-$999, 85 years and over,44,899.5,85+
4740,QLD,Internal Combustion Engine,70852," $1,500-$1,749", 25-34 years,1010,1624.5,29.5
4740,QLD,Internal Combustion Engine,70852," $3,000-$3499", 35-44 years,456,3249.5,39.5
4740,QLD,Internal Combustion Engine,70852," $2,000-$2,999", 85 years and over,5,2499.5,85+
4740,QLD,Internal Combustion Engine,70852, $500-$649, 15-19 years,387,574.5,17.0
4740,QLD,Internal Combustion Engine,70852, $150-$299, 65-74 years,496,224.5,69.5
4740,QLD,Internal Combustion Engine,70852," $3,500 or more", 75-84 years,38,3500+,79.5
3064,VIC,Internal Combustion Engine,68464, $1-$149, 75-84 years,42,75.0,79.5
3064,VIC,Internal Combustion Engine,68464, $1-$149, 15-19 years,1295,75.0,17.0
3064,VIC,Internal Combustion Engine,68464," $1,000-$1,249", 35-44 years,2408,1124.5,39.5
3064,VIC,Internal Combustion Engine,68464, $650-$799, 85 years and over,27,724.5,85+
3064,VIC,Internal Combustion Engine,68464, $500-$649, 45-54 years,817,574.5,49.5
3064,VIC,Internal Combustion Engine,68464," $1,750-$1,999", 25-34 years,878,1874.5,29.5
3064,VIC,Internal Combustion Engine,68464," $3,000-$3499", 45-54 years,136,3249.5,49.5
3064,VIC,Internal Combustion Engine,68464," $3,000-$3499", 55-64 years,57,3249.5,59.5
3064,VIC,Internal Combustion Engine,68464," $1,250-$1,499", 75-84 years,10,1374.5,79.5
3064,VIC,Internal Combustion Engine,68464," $1,500-$1,749", 65-74 years,74,1624.5,69.5
3064,VIC,Internal Combustion Engine,68464, Total, 65-74 years,4897,0,69.5
3064,VIC,Internal Combustion Engine,68464," $3,500 or more", 20-24 years,11,3500+,22.0
3064,VIC,Internal Combustion Engine,68464," $3,500 or more", 35-44 years,233,3500+,39.5
3064,VIC,Internal Combustion Engine,68464," $1,250-$1,499", 20-24 years,377,1374.5,22.0
3064,VIC,Internal Combustion Engine,68464, $650-$799, 75-84 years,86,724.5,79.5
3064,VIC,Internal Combustion Engine,68464, Negative/Nil income, 25-34 years,2072,0,29.5
3064,VIC,Internal Combustion Engine,68464, $1-$149, 65-74 years,137,75.0,69.5
3064,VIC,Internal Combustion Engine,68464, $400-$499, 15-19 years,192,449.5,17.0
