Fuel Type,Postcode,State,Registrations,Year,Population,Income,Age
Hybrid/PHEV,3029,VIC,1349,2021,1657,1124.5,49.5
Hybrid/PHEV,3029,VIC,1349,2021,162,224.5,79.5
Hybrid/PHEV,3029,VIC,1349,2021,176,3249.5,29.5
Hybrid/PHEV,3029,VIC,1349,2021,5,1624.5,85+
Hybrid/PHEV,3029,VIC,1349,2021,82,899.5,17.0
Hybrid/PHEV,3029,VIC,1349,2021,900,574.5,22.0
Hybrid/PHEV,3029,VIC,1349,2021,203,3249.5,49.5
Hybrid/PHEV,3029,VIC,1349,2021,3439,1124.5,29.5
Hybrid/PHEV,3029,VIC,1349,2021,56,574.5,85+
Hybrid/PHEV,3029,VIC,1349,2021,153,1624.5,22.0
Hybrid/PHEV,3029,VIC,1349,2021,849,449.5,39.5
Hybrid/PHEV,3029,VIC,1349,2021,623,724.5,59.5
Hybrid/PHEV,3029,VIC,1349,2021,3102,899.5,29.5
Hybrid/PHEV,3029,VIC,1349,2021,252,574.5,79.5
Hybrid/PHEV,3029,VIC,1349,2021,37,1124.5,17.0
Hybrid/PHEV,3029,VIC,1349,2021,1157,1374.5,49.5
Hybrid/PHEV,3029,VIC,1349,2021,163,75.0,49.5
Hybrid/PHEV,3029,VIC,1349,2021,32,224.5,85+
Hybrid/PHEV,3029,VIC,1349,2021,107,3500+,59.5
Hybrid/PHEV,3029,VIC,1349,2021,804,224.5,29.5
Hybrid/PHEV,3029,VIC,1349,2021,3,3249.5,79.5
Hybrid/PHEV,3029,VIC,1349,2021,8490,0,22.0
Hybrid/PHEV,3029,VIC,1349,2021,5,1874.5,79.5
Hybrid/PHEV,3029,VIC,1349,2021,541,0,85+
Hybrid/PHEV,3029,VIC,1349,2021,1052,449.5,29.5
Hybrid/PHEV,3029,VIC,1349,2021,2799,2499.5,39.5
Hybrid/PHEV,3029,VIC,1349,2021,928,1124.5,59.5
Hybrid/PHEV,3029,VIC,1349,2021,1368,899.5,49.5
Hybrid/PHEV,3029,VIC,1349,2021,0,3500+,17.0
Hybrid/PHEV,3029,VIC,1349,2021,0,1874.5,85+
Hybrid/PHEV,3029,VIC,1349,2021,3,1624.5,17.0
Hybrid/PHEV,3029,VIC,1349,2021,4,1124.5,85+
Hybrid/PHEV,3029,VIC,1349,2021,1054,899.5,22.0
Hybrid/PHEV,3029,VIC,1349,2021,384,724.5,69.5
Hybrid/PHEV,3029,VIC,1349,2021,1542,0,59.5
Hybrid/PHEV,3029,VIC,1349,2021,74,2499.5,69.5
Hybrid/PHEV,3029,VIC,1349,2021,744,349.5,39.5
Hybrid/PHEV,3029,VIC,1349,2021,642,1374.5,59.5
Hybrid/PHEV,3029,VIC,1349,2021,1970,724.5,29.5
Hybrid/PHEV,3029,VIC,1349,2021,30,1374.5,79.5
Hybrid/PHEV,3029,VIC,1349,2021,25580,0,39.5
Hybrid/PHEV,3029,VIC,1349,2021,483,449.5,59.5
Hybrid/PHEV,3029,VIC,1349,2021,692,1874.5,49.5
Hybrid/PHEV,3029,VIC,1349,2021,662,349.5,22.0
Hybrid/PHEV,3029,VIC,1349,2021,2410,0,29.5
Hybrid/PHEV,3029,VIC,1349,2021,9,3500+,79.5
Hybrid/PHEV,3029,VIC,1349,2021,6,2499.5,85+
Hybrid/PHEV,3029,VIC,1349,2021,0,2499.5,17.0
Hybrid/PHEV,3029,VIC,1349,2021,68,75.0,79.5
Hybrid/PHEV,3029,VIC,1349,2021,143,3500+,29.5
Hybrid/PHEV,3029,VIC,1349,2021,803,449.5,69.5
Hybrid/PHEV,3029,VIC,1349,2021,4,1374.5,85+
Hybrid/PHEV,3029,VIC,1349,2021,486,449.5,79.5
Hybrid/PHEV,3029,VIC,1349,2021,980,1874.5,29.5
Hybrid/PHEV,3029,VIC,1349,2021,9079,0,59.5
Hybrid/PHEV,3029,VIC,1349,2021,1036,75.0,17.0
Hybrid/PHEV,3029,VIC,1349,2021,851,899.5,59.5
Hybrid/PHEV,3029,VIC,1349,2021,9,3500+,22.0
Hybrid/PHEV,3029,VIC,1349,2021,5903,0,69.5
Hybrid/PHEV,3029,VIC,1349,2021,2514,0,29.5
Hybrid/PHEV,3029,VIC,1349,2021,2443,1374.5,29.5
Hybrid/PHEV,3029,VIC,1349,2021,127,724.5,17.0
Hybrid/PHEV,3029,VIC,1349,2021,204,75.0,69.5
Hybrid/PHEV,3029,VIC,1349,2021,356,1374.5,22.0
Hybrid/PHEV,3029,VIC,1349,2021,693,449.5,22.0
Hybrid/PHEV,3029,VIC,1349,2021,188,449.5,17.0
Hybrid/PHEV,3029,VIC,1349,2021,156,724.5,79.5
Hybrid/PHEV,3029,VIC,1349,2021,31,724.5,85+
Hybrid/PHEV,3029,VIC,1349,2021,414,3500+,39.5
Hybrid/PHEV,3029,VIC,1349,2021,686,574.5,49.5
Hybrid/PHEV,3029,VIC,1349,2021,182,1374.5,69.5
Hybrid/PHEV,3029,VIC,1349,2021,6815,0,17.0
Hybrid/PHEV,3029,VIC,1349,2021,1695,724.5,39.5
Hybrid/PHEV,3029,VIC,1349,2021,709,224.5,39.5
Hybrid/PHEV,3029,VIC,1349,2021,525,349.5,49.5
Hybrid/PHEV,3029,VIC,1349,2021,152,449.5,85+
Hybrid/PHEV,3029,VIC,1349,2021,492,2499.5,59.5
Hybrid/PHEV,3029,VIC,1349,2021,240,75.0,59.5
Hybrid/PHEV,3029,VIC,1349,2021,210,3500+,49.5
Hybrid/PHEV,3029,VIC,1349,2021,680,224.5,17.0
Hybrid/PHEV,3029,VIC,1349,2021,343,75.0,22.0
Hybrid/PHEV,3029,VIC,1349,2021,512,449.5,49.5
Hybrid/PHEV,3029,VIC,1349,2021,381,1874.5,59.5
Hybrid/PHEV,3029,VIC,1349,2021,25,3500+,69.5
Hybrid/PHEV,3029,VIC,1349,2021,348,75.0,39.5
Hybrid/PHEV,3029,VIC,1349,2021,3,3500+,85+
Hybrid/PHEV,3029,VIC,1349,2021,12319,0,49.5
Hybrid/PHEV,3029,VIC,1349,2021,436,224.5,59.5
Hybrid/PHEV,3029,VIC,1349,2021,90,899.5,79.5
ICE,3029,VIC,80997,2022,44,1874.5,69.5
ICE,3029,VIC,80997,2022,9,3249.5,22.0
ICE,3029,VIC,80997,2022,661,224.5,22.0
ICE,3029,VIC,80997,2022,0,3249.5,85+
ICE,3029,VIC,80997,2022,24770,0,29.5
ICE,3029,VIC,80997,2022,1886,0,39.5
ICE,3029,VIC,80997,2022,49,1124.5,79.5
ICE,3029,VIC,80997,2022,1142,0,69.5
ICE,3029,VIC,80997,2022,1697,1624.5,29.5
ICE,3029,VIC,80997,2022,3,3249.5,17.0
ICE,3029,VIC,80997,2022,0,1874.5,17.0
ICE,3029,VIC,80997,2022,1042,349.5,69.5
ICE,3029,VIC,80997,2022,2747,899.5,39.5
ICE,3029,VIC,80997,2022,270,1124.5,69.5
ICE,3029,VIC,80997,2022,1082,2499.5,49.5
ICE,3029,VIC,80997,2022,641,349.5,59.5
ICE,3029,VIC,80997,2022,380,75.0,29.5
ICE,3029,VIC,80997,2022,2408,0,79.5
ICE,3029,VIC,80997,2022,814,1124.5,22.0
ICE,3029,VIC,80997,2022,874,0,49.5
ICE,3029,VIC,80997,2022,2533,1374.5,39.5
ICE,3029,VIC,80997,2022,1515,574.5,29.5
ICE,3029,VIC,80997,2022,22,1624.5,79.5
ICE,3029,VIC,80997,2022,871,724.5,49.5
ICE,3029,VIC,80997,2022,103,349.5,85+
ICE,3029,VIC,80997,2022,3631,0,17.0
ICE,3029,VIC,80997,2022,48,2499.5,22.0
ICE,3029,VIC,80997,2022,24,899.5,85+
ICE,3029,VIC,80997,2022,181,574.5,17.0
ICE,3029,VIC,80997,2022,377,224.5,69.5
ICE,3029,VIC,80997,2022,567,3249.5,39.5
ICE,3029,VIC,80997,2022,312,0,79.5
ICE,3029,VIC,80997,2022,292,899.5,69.5
ICE,3029,VIC,80997,2022,3279,1124.5,39.5
ICE,3029,VIC,80997,2022,0,2499.5,79.5
ICE,3029,VIC,80997,2022,914,349.5,29.5
ICE,3029,VIC,80997,2022,961,724.5,22.0
ICE,3029,VIC,80997,2022,1538,1874.5,39.5
ICE,3029,VIC,80997,2022,102,3249.5,59.5
ICE,3029,VIC,80997,2022,385,224.5,49.5
ICE,3029,VIC,80997,2022,556,0,17.0
ICE,3029,VIC,80997,2022,124,1624.5,69.5
ICE,3029,VIC,80997,2022,8,75.0,85+
ICE,3029,VIC,80997,2022,16,1374.5,17.0
ICE,3029,VIC,80997,2022,990,1624.5,49.5
ICE,3029,VIC,80997,2022,184,0,79.5
ICE,3029,VIC,80997,2022,949,0,49.5
ICE,3029,VIC,80997,2022,1274,574.5,39.5
ICE,3029,VIC,80997,2022,551,574.5,59.5
ICE,3029,VIC,80997,2022,1976,0,39.5
ICE,3029,VIC,80997,2022,397,0,69.5
ICE,3029,VIC,80997,2022,541,1624.5,59.5
ICE,3029,VIC,80997,2022,67,0,85+
ICE,3029,VIC,80997,2022,884,0,22.0
ICE,3029,VIC,80997,2022,891,0,22.0
ICE,3029,VIC,80997,2022,11,3249.5,69.5
ICE,3029,VIC,80997,2022,53,1874.5,22.0
ICE,3029,VIC,80997,2022,279,349.5,17.0
ICE,3029,VIC,80997,2022,50,0,85+
ICE,3029,VIC,80997,2022,515,0,59.5
ICE,3029,VIC,80997,2022,580,349.5,79.5
ICE,3029,VIC,80997,2022,542,574.5,69.5
ICE,3029,VIC,80997,2022,2216,1624.5,39.5
ICE,3029,VIC,80997,2022,1250,2499.5,29.5
ICE,3029,VIC,80997,2022,1657,1124.5,49.5
ICE,3029,VIC,80997,2022,162,224.5,79.5
ICE,3029,VIC,80997,2022,176,3249.5,29.5
ICE,3029,VIC,80997,2022,5,1624.5,85+
ICE,3029,VIC,80997,2022,82,899.5,17.0
ICE,3029,VIC,80997,2022,900,574.5,22.0
ICE,3029,VIC,80997,2022,203,3249.5,49.5
ICE,3029,VIC,80997,2022,3439,1124.5,29.5
ICE,3029,VIC,80997,2022,56,574.5,85+
ICE,3029,VIC,80997,2022,153,1624.5,22.0
ICE,3029,VIC,80997,2022,849,449.5,39.5
ICE,3029,VIC,80997,2022,623,724.5,59.5
ICE,3029,VIC,80997,2022,3102,899.5,29.5
ICE,3029,VIC,80997,2022,252,574.5,79.5
ICE,3029,VIC,80997,2022,37,1124.5,17.0
ICE,3029,VIC,80997,2022,1157,1374.5,49.5
ICE,3029,VIC,80997,2022,163,75.0,49.5
ICE,3029,VIC,80997,2022,32,224.5,85+
ICE,3029,VIC,80997,2022,107,3500+,59.5
ICE,3029,VIC,80997,2022,804,224.5,29.5
ICE,3029,VIC,80997,2022,3,3249.5,79.5
ICE,3029,VIC,80997,2022,8490,0,22.0
ICE,3029,VIC,80997,2022,5,1874.5,79.5
ICE,3029,VIC,80997,2022,541,0,85+
ICE,3029,VIC,80997,2022,1052,449.5,29.5
ICE,3029,VIC,80997,2022,2799,2499.5,39.5
ICE,3029,VIC,80997,2022,928,1124.5,59.5
ICE,3029,VIC,80997,2022,1368,899.5,49.5
ICE,3029,VIC,80997,2022,0,3500+,17.0
ICE,3029,VIC,80997,2022,0,1874.5,85+
ICE,3029,VIC,80997,2022,3,1624.5,17.0
ICE,3029,VIC,80997,2022,4,1124.5,85+
ICE,3029,VIC,80997,2022,1054,899.5,22.0
ICE,3029,VIC,80997,2022,384,724.5,69.5
ICE,3029,VIC,80997,2022,1542,0,59.5
ICE,3029,VIC,80997,2022,74,2499.5,69.5
ICE,3029,VIC,80997,2022,744,349.5,39.5
ICE,3029,VIC,80997,2022,642,1374.5,59.5
ICE,3029,VIC,80997,2022,1970,724.5,29.5
ICE,3029,VIC,80997,2022,30,1374.5,79.5
ICE,3029,VIC,80997,2022,25580,0,39.5
ICE,3029,VIC,80997,2022,483,449.5,59.5
ICE,3029,VIC,80997,2022,692,1874.5,49.5
ICE,3029,VIC,80997,2022,662,349.5,22.0
ICE,3029,VIC,80997,2022,2410,0,29.5
ICE,3029,VIC,80997,2022,9,3500+,79.5
ICE,3029,VIC,80997,2022,6,2499.5,85+
ICE,3029,VIC,80997,2022,0,2499.5,17.0
ICE,3029,VIC,80997,2022,68,75.0,79.5
ICE,3029,VIC,80997,2022,143,3500+,29.5
ICE,3029,VIC,80997,2022,803,449.5,69.5
ICE,3029,VIC,80997,2022,4,1374.5,85+
ICE,3029,VIC,80997,2022,486,449.5,79.5
ICE,3029,VIC,80997,2022,980,1874.5,29.5
ICE,3029,VIC,80997,2022,9079,0,59.5
ICE,3029,VIC,80997,2022,1036,75.0,17.0
ICE,3029,VIC,80997,2022,851,899.5,59.5
ICE,3029,VIC,80997,2022,9,3500+,22.0
ICE,3029,VIC,80997,2022,5903,0,69.5
ICE,3029,VIC,80997,2022,2514,0,29.5
ICE,3029,VIC,80997,2022,2443,1374.5,29.5
ICE,3029,VIC,80997,2022,127,724.5,17.0
ICE,3029,VIC,80997,2022,204,75.0,69.5
ICE,3029,VIC,80997,2022,356,1374.5,22.0
ICE,3029,VIC,80997,2022,693,449.5,22.0
ICE,3029,VIC,80997,2022,188,449.5,17.0
ICE,3029,VIC,80997,2022,156,724.5,79.5
ICE,3029,VIC,80997,2022,31,724.5,85+
ICE,3029,VIC,80997,2022,414,3500+,39.5
ICE,3029,VIC,80997,2022,686,574.5,49.5
ICE,3029,VIC,80997,2022,182,1374.5,69.5
ICE,3029,VIC,80997,2022,6815,0,17.0
ICE,3029,VIC,80997,2022,1695,724.5,39.5
ICE,3029,VIC,80997,2022,709,224.5,39.5
ICE,3029,VIC,80997,2022,525,349.5,49.5
ICE,3029,VIC,80997,2022,152,449.5,85+
ICE,3029,VIC,80997,2022,492,2499.5,59.5
ICE,3029,VIC,80997,2022,240,75.0,59.5
ICE,3029,VIC,80997,2022,210,3500+,49.5
ICE,3029,VIC,80997,2022,680,224.5,17.0
ICE,3029,VIC,80997,2022,343,75.0,22.0
ICE,3029,VIC,80997,2022,512,449.5,49.5
ICE,3029,VIC,80997,2022,381,1874.5,59.5
ICE,3029,VIC,80997,2022,25,3500+,69.5
ICE,3029,VIC,80997,2022,348,75.0,39.5
ICE,3029,VIC,80997,2022,3,3500+,85+
ICE,3029,VIC,80997,2022,12319,0,49.5
ICE,3029,VIC,80997,2022,436,224.5,59.5
ICE,3029,VIC,80997,2022,90,899.5,79.5
Hybrid/PHEV,3029,VIC,1803,2022,44,1874.5,69.5
Hybrid/PHEV,3029,VIC,1803,2022,9,3249.5,22.0
Hybrid/PHEV,3029,VIC,1803,2022,661,224.5,22.0
Hybrid/PHEV,3029,VIC,1803,2022,0,3249.5,85+
Hybrid/PHEV,3029,VIC,1803,2022,24770,0,29.5
Hybrid/PHEV,3029,VIC,1803,2022,1886,0,39.5
Hybrid/PHEV,3029,VIC,1803,2022,49,1124.5,79.5
Hybrid/PHEV,3029,VIC,1803,2022,1142,0,69.5
Hybrid/PHEV,3029,VIC,1803,2022,1697,1624.5,29.5
Hybrid/PHEV,3029,VIC,1803,2022,3,3249.5,17.0
Hybrid/PHEV,3029,VIC,1803,2022,0,1874.5,17.0
Hybrid/PHEV,3029,VIC,1803,2022,1042,349.5,69.5
Hybrid/PHEV,3029,VIC,1803,2022,2747,899.5,39.5
Hybrid/PHEV,3029,VIC,1803,2022,270,1124.5,69.5
Hybrid/PHEV,3029,VIC,1803,2022,1082,2499.5,49.5
Hybrid/PHEV,3029,VIC,1803,2022,641,349.5,59.5
Hybrid/PHEV,3029,VIC,1803,2022,380,75.0,29.5
Hybrid/PHEV,3029,VIC,1803,2022,2408,0,79.5
Hybrid/PHEV,3029,VIC,1803,2022,814,1124.5,22.0
Hybrid/PHEV,3029,VIC,1803,2022,874,0,49.5
Hybrid/PHEV,3029,VIC,1803,2022,2533,1374.5,39.5
Hybrid/PHEV,3029,VIC,1803,2022,1515,574.5,29.5
Hybrid/PHEV,3029,VIC,1803,2022,22,1624.5,79.5
Hybrid/PHEV,3029,VIC,1803,2022,871,724.5,49.5
Hybrid/PHEV,3029,VIC,1803,2022,103,349.5,85+
Hybrid/PHEV,3029,VIC,1803,2022,3631,0,17.0
Hybrid/PHEV,3029,VIC,1803,2022,48,2499.5,22.0
Hybrid/PHEV,3029,VIC,1803,2022,24,899.5,85+
Hybrid/PHEV,3029,VIC,1803,2022,181,574.5,17.0
Hybrid/PHEV,3029,VIC,1803,2022,377,224.5,69.5
Hybrid/PHEV,3029,VIC,1803,2022,567,3249.5,39.5
Hybrid/PHEV,3029,VIC,1803,2022,312,0,79.5
Hybrid/PHEV,3029,VIC,1803,2022,292,899.5,69.5
Hybrid/PHEV,3029,VIC,1803,2022,3279,1124.5,39.5
Hybrid/PHEV,3029,VIC,1803,2022,0,2499.5,79.5
Hybrid/PHEV,3029,VIC,1803,2022,914,349.5,29.5
Hybrid/PHEV,3029,VIC,1803,2022,961,724.5,22.0
Hybrid/PHEV,3029,VIC,1803,2022,1538,1874.5,39.5
Hybrid/PHEV,3029,VIC,1803,2022,102,3249.5,59.5
Hybrid/PHEV,3029,VIC,1803,2022,385,224.5,49.5
Hybrid/PHEV,3029,VIC,1803,2022,556,0,17.0
Hybrid/PHEV,3029,VIC,1803,2022,124,1624.5,69.5
Hybrid/PHEV,3029,VIC,1803,2022,8,75.0,85+
Hybrid/PHEV,3029,VIC,1803,2022,16,1374.5,17.0
Hybrid/PHEV,3029,VIC,1803,2022,990,1624.5,49.5
Hybrid/PHEV,3029,VIC,1803,2022,184,0,79.5
Hybrid/PHEV,3029,VIC,1803,2022,949,0,49.5
Hybrid/PHEV,3029,VIC,1803,2022,1274,574.5,39.5
Hybrid/PHEV,3029,VIC,1803,2022,551,574.5,59.5
Hybrid/PHEV,3029,VIC,1803,2022,1976,0,39.5
Hybrid/PHEV,3029,VIC,1803,2022,397,0,69.5
Hybrid/PHEV,3029,VIC,1803,2022,541,1624.5,59.5
Hybrid/PHEV,3029,VIC,1803,2022,67,0,85+
Hybrid/PHEV,3029,VIC,1803,2022,884,0,22.0
Hybrid/PHEV,3029,VIC,1803,2022,891,0,22.0
Hybrid/PHEV,3029,VIC,1803,2022,11,3249.5,69.5
Hybrid/PHEV,3029,VIC,1803,2022,53,1874.5,22.0
Hybrid/PHEV,3029,VIC,1803,2022,279,349.5,17.0
Hybrid/PHEV,3029,VIC,1803,2022,50,0,85+
Hybrid/PHEV,3029,VIC,1803,2022,515,0,59.5
Hybrid/PHEV,3029,VIC,1803,2022,580,349.5,79.5
Hybrid/PHEV,3029,VIC,1803,2022,542,574.5,69.5
Hybrid/PHEV,3029,VIC,1803,2022,2216,1624.5,39.5
Hybrid/PHEV,3029,VIC,1803,2022,1250,2499.5,29.5
Hybrid/PHEV,3029,VIC,1803,2022,1657,1124.5,49.5
Hybrid/PHEV,3029,VIC,1803,2022,162,224.5,79.5
Hybrid/PHEV,3029,VIC,1803,2022,176,3249.5,29.5
Hybrid/PHEV,3029,VIC,1803,2022,5,1624.5,85+
Hybrid/PHEV,3029,VIC,1803,2022,82,899.5,17.0
Hybrid/PHEV,3029,VIC,1803,2022,900,574.5,22.0
Hybrid/PHEV,3029,VIC,1803,2022,203,3249.5,49.5
Hybrid/PHEV,3029,VIC,1803,2022,3439,1124.5,29.5
Hybrid/PHEV,3029,VIC,1803,2022,56,574.5,85+
Hybrid/PHEV,3029,VIC,1803,2022,153,1624.5,22.0
Hybrid/PHEV,3029,VIC,1803,2022,849,449.5,39.5
Hybrid/PHEV,3029,VIC,1803,2022,623,724.5,59.5
Hybrid/PHEV,3029,VIC,1803,2022,3102,899.5,29.5
Hybrid/PHEV,3029,VIC,1803,2022,252,574.5,79.5
Hybrid/PHEV,3029,VIC,1803,2022,37,1124.5,17.0
Hybrid/PHEV,3029,VIC,1803,2022,1157,1374.5,49.5
Hybrid/PHEV,3029,VIC,1803,2022,163,75.0,49.5
Hybrid/PHEV,3029,VIC,1803,2022,32,224.5,85+
Hybrid/PHEV,3029,VIC,1803,2022,107,3500+,59.5
Hybrid/PHEV,3029,VIC,1803,2022,804,224.5,29.5
Hybrid/PHEV,3029,VIC,1803,2022,3,3249.5,79.5
Hybrid/PHEV,3029,VIC,1803,2022,8490,0,22.0
Hybrid/PHEV,3029,VIC,1803,2022,5,1874.5,79.5
Hybrid/PHEV,3029,VIC,1803,2022,541,0,85+
Hybrid/PHEV,3029,VIC,1803,2022,1052,449.5,29.5
Hybrid/PHEV,3029,VIC,1803,2022,2799,2499.5,39.5
Hybrid/PHEV,3029,VIC,1803,2022,928,1124.5,59.5
Hybrid/PHEV,3029,VIC,1803,2022,1368,899.5,49.5
Hybrid/PHEV,3029,VIC,1803,2022,0,3500+,17.0
Hybrid/PHEV,3029,VIC,1803,2022,0,1874.5,85+
Hybrid/PHEV,3029,VIC,1803,2022,3,1624.5,17.0
Hybrid/PHEV,3029,VIC,1803,2022,4,1124.5,85+
Hybrid/PHEV,3029,VIC,1803,2022,1054,899.5,22.0
Hybrid/PHEV,3029,VIC,1803,2022,384,724.5,69.5
Hybrid/PHEV,3029,VIC,1803,2022,1542,0,59.5
Hybrid/PHEV,3029,VIC,1803,2022,74,2499.5,69.5
Hybrid/PHEV,3029,VIC,1803,2022,744,349.5,39.5
Hybrid/PHEV,3029,VIC,1803,2022,642,1374.5,59.5
Hybrid/PHEV,3029,VIC,1803,2022,1970,724.5,29.5
Hybrid/PHEV,3029,VIC,1803,2022,30,1374.5,79.5
Hybrid/PHEV,3029,VIC,1803,2022,25580,0,39.5
Hybrid/PHEV,3029,VIC,1803,2022,483,449.5,59.5
Hybrid/PHEV,3029,VIC,1803,2022,692,1874.5,49.5
Hybrid/PHEV,3029,VIC,1803,2022,662,349.5,22.0
Hybrid/PHEV,3029,VIC,1803,2022,2410,0,29.5
Hybrid/PHEV,3029,VIC,1803,2022,9,3500+,79.5
Hybrid/PHEV,3029,VIC,1803,2022,6,2499.5,85+
Hybrid/PHEV,3029,VIC,1803,2022,0,2499.5,17.0
Hybrid/PHEV,3029,VIC,1803,2022,68,75.0,79.5
Hybrid/PHEV,3029,VIC,1803,2022,143,3500+,29.5
Hybrid/PHEV,3029,VIC,1803,2022,803,449.5,69.5
Hybrid/PHEV,3029,VIC,1803,2022,4,1374.5,85+
Hybrid/PHEV,3029,VIC,1803,2022,486,449.5,79.5
Hybrid/PHEV,3029,VIC,1803,2022,980,1874.5,29.5
Hybrid/PHEV,3029,VIC,1803,2022,9079,0,59.5
Hybrid/PHEV,3029,VIC,1803,2022,1036,75.0,17.0
Hybrid/PHEV,3029,VIC,1803,2022,851,899.5,59.5
Hybrid/PHEV,3029,VIC,1803,2022,9,3500+,22.0
Hybrid/PHEV,3029,VIC,1803,2022,5903,0,69.5
Hybrid/PHEV,3029,VIC,1803,2022,2514,0,29.5
Hybrid/PHEV,3029,VIC,1803,2022,2443,1374.5,29.5
Hybrid/PHEV,3029,VIC,1803,2022,127,724.5,17.0
Hybrid/PHEV,3029,VIC,1803,2022,204,75.0,69.5
Hybrid/PHEV,3029,VIC,1803,2022,356,1374.5,22.0
Hybrid/PHEV,3029,VIC,1803,2022,693,449.5,22.0
Hybrid/PHEV,3029,VIC,1803,2022,188,449.5,17.0
Hybrid/PHEV,3029,VIC,1803,2022,156,724.5,79.5
Hybrid/PHEV,3029,VIC,1803,2022,31,724.5,85+
Hybrid/PHEV,3029,VIC,1803,2022,414,3500+,39.5
Hybrid/PHEV,3029,VIC,1803,2022,686,574.5,49.5
Hybrid/PHEV,3029,VIC,1803,2022,182,1374.5,69.5
Hybrid/PHEV,3029,VIC,1803,2022,6815,0,17.0
Hybrid/PHEV,3029,VIC,1803,2022,1695,724.5,39.5
Hybrid/PHEV,3029,VIC,1803,2022,709,224.5,39.5
Hybrid/PHEV,3029,VIC,1803,2022,525,349.5,49.5
Hybrid/PHEV,3029,VIC,1803,2022,152,449.5,85+
Hybrid/PHEV,3029,VIC,1803,2022,492,2499.5,59.5
Hybrid/PHEV,3029,VIC,1803,2022,240,75.0,59.5
Hybrid/PHEV,3029,VIC,1803,2022,210,3500+,49.5
Hybrid/PHEV,3029,VIC,1803,2022,680,224.5,17.0
Hybrid/PHEV,3029,VIC,1803,2022,343,75.0,22.0
Hybrid/PHEV,3029,VIC,1803,2022,512,449.5,49.5
Hybrid/PHEV,3029,VIC,1803,2022,381,1874.5,59.5
Hybrid/PHEV,3029,VIC,1803,2022,25,3500+,69.5
Hybrid/PHEV,3029,VIC,1803,2022,348,75.0,39.5
Hybrid/PHEV,3029,VIC,1803,2022,3,3500+,85+
Hybrid/PHEV,3029,VIC,1803,2022,12319,0,49.5
Hybrid/PHEV,3029,VIC,1803,2022,436,224.5,59.5
Hybrid/PHEV,3029,VIC,1803,2022,90,899.5,79.5
ICE,3029,VIC,86622,2023,44,1874.5,69.5
ICE,3029,VIC,86622,2023,9,3249.5,22.0
ICE,3029,VIC,86622,2023,661,224.5,22.0
ICE,3029,VIC,86622,2023,0,3249.5,85+
ICE,3029,VIC,86622,2023,24770,0,29.5
ICE,3029,VIC,86622,2023,1886,0,39.5
ICE,3029,VIC,86622,2023,49,1124.5,79.5
ICE,3029,VIC,86622,2023,1142,0,69.5
ICE,3029,VIC,86622,2023,1697,1624.5,29.5
ICE,3029,VIC,86622,2023,3,3249.5,17.0
ICE,3029,VIC,86622,2023,0,1874.5,17.0
ICE,3029,VIC,86622,2023,1042,349.5,69.5
ICE,3029,VIC,86622,2023,2747,899.5,39.5
ICE,3029,VIC,86622,2023,270,1124.5,69.5
ICE,3029,VIC,86622,2023,1082,2499.5,49.5
ICE,3029,VIC,86622,2023,641,349.5,59.5
ICE,3029,VIC,86622,2023,380,75.0,29.5
ICE,3029,VIC,86622,2023,2408,0,79.5
ICE,3029,VIC,86622,2023,814,1124.5,22.0
ICE,3029,VIC,86622,2023,874,0,49.5
ICE,3029,VIC,86622,2023,2533,1374.5,39.5
ICE,3029,VIC,86622,2023,1515,574.5,29.5
ICE,3029,VIC,86622,2023,22,1624.5,79.5
ICE,3029,VIC,86622,2023,871,724.5,49.5
ICE,3029,VIC,86622,2023,103,349.5,85+
ICE,3029,VIC,86622,2023,3631,0,17.0
ICE,3029,VIC,86622,2023,48,2499.5,22.0
ICE,3029,VIC,86622,2023,24,899.5,85+
ICE,3029,VIC,86622,2023,181,574.5,17.0
ICE,3029,VIC,86622,2023,377,224.5,69.5
ICE,3029,VIC,86622,2023,567,3249.5,39.5
ICE,3029,VIC,86622,2023,312,0,79.5
ICE,3029,VIC,86622,2023,292,899.5,69.5
ICE,3029,VIC,86622,2023,3279,1124.5,39.5
ICE,3029,VIC,86622,2023,0,2499.5,79.5
ICE,3029,VIC,86622,2023,914,349.5,29.5
ICE,3029,VIC,86622,2023,961,724.5,22.0
ICE,3029,VIC,86622,2023,1538,1874.5,39.5
ICE,3029,VIC,86622,2023,102,3249.5,59.5
ICE,3029,VIC,86622,2023,385,224.5,49.5
ICE,3029,VIC,86622,2023,556,0,17.0
ICE,3029,VIC,86622,2023,124,1624.5,69.5
ICE,3029,VIC,86622,2023,8,75.0,85+
ICE,3029,VIC,86622,2023,16,1374.5,17.0
ICE,3029,VIC,86622,2023,990,1624.5,49.5
ICE,3029,VIC,86622,2023,184,0,79.5
ICE,3029,VIC,86622,2023,949,0,49.5
ICE,3029,VIC,86622,2023,1274,574.5,39.5
ICE,3029,VIC,86622,2023,551,574.5,59.5
ICE,3029,VIC,86622,2023,1976,0,39.5
ICE,3029,VIC,86622,2023,397,0,69.5
ICE,3029,VIC,86622,2023,541,1624.5,59.5
ICE,3029,VIC,86622,2023,67,0,85+
ICE,3029,VIC,86622,2023,884,0,22.0
ICE,3029,VIC,86622,2023,891,0,22.0
ICE,3029,VIC,86622,2023,11,3249.5,69.5
ICE,3029,VIC,86622,2023,53,1874.5,22.0
