Postcode,State,Fuel Type,Registrations as at 31 January 2021,Registrations as at 31 January 2022,Registrations as at 31 January 2023
2131,NSW,Internal Combustion Engine,10225,10107,10104
2131,NSW,Battery Electric Vehicle,8,17,38
2131,NSW,Hydrogen Cell Vehicle,0,0,0
2131,NSW,Hybrid,246,306,378
2132,NSW,Internal Combustion Engine,6000,5966,5954
2132,NSW,Battery Electric Vehicle,3,7,24
2132,NSW,Hydrogen Cell Vehicle,0,0,0
2132,NSW,Hybrid,119,151,185
2133,NSW,Internal Combustion Engine,6442,6395,6385
2133,NSW,Battery Electric Vehicle,3,7,15
2133,NSW,Hydrogen Cell Vehicle,0,0,0
2133,NSW,Hybrid,108,131,163
2134,NSW,Internal Combustion Engine,7651,8055,8035
2134,NSW,Battery Electric Vehicle,26,28,52
2134,NSW,Hydrogen Cell Vehicle,0,0,0
2134,NSW,Hybrid,250,299,382
2135,NSW,Internal Combustion Engine,13814,13771,12958
2135,NSW,Battery Electric Vehicle,34,71,146
2135,NSW,Hydrogen Cell Vehicle,0,0,0
2135,NSW,Hybrid,349,419,536
2136,NSW,Internal Combustion Engine,5252,5279,5389
2136,NSW,Battery Electric Vehicle,5,9,23
2136,NSW,Hydrogen Cell Vehicle,0,0,0
2136,NSW,Hybrid,102,145,177
2137,NSW,Internal Combustion Engine,18157,18178,18162
2137,NSW,Battery Electric Vehicle,40,77,149
2137,NSW,Hydrogen Cell Vehicle,0,0,0
2137,NSW,Hybrid,358,429,541
2138,NSW,Internal Combustion Engine,9784,9953,10146
2138,NSW,Battery Electric Vehicle,21,41,112
2138,NSW,Hydrogen Cell Vehicle,0,0,0
2138,NSW,Hybrid,318,392,470
2140,NSW,Internal Combustion Engine,11197,11636,12059
2140,NSW,Battery Electric Vehicle,26,23,71
2140,NSW,Hydrogen Cell Vehicle,0,0,0
2140,NSW,Hybrid,349,442,667
2141,NSW,Internal Combustion Engine,18434,18951,19515
2141,NSW,Battery Electric Vehicle,17,36,97
2141,NSW,Hydrogen Cell Vehicle,0,0,0
2141,NSW,Hybrid,461,593,806
2142,NSW,Internal Combustion Engine,16919,17031,17308
2142,NSW,Battery Electric Vehicle,5,24,67
2142,NSW,Hydrogen Cell Vehicle,0,0,0
2142,NSW,Hybrid,313,483,619
2143,NSW,Internal Combustion Engine,6372,6245,6380
2143,NSW,Battery Electric Vehicle,0,12,34
2143,NSW,Hydrogen Cell Vehicle,0,0,0
2143,NSW,Hybrid,210,290,352
2144,NSW,Internal Combustion Engine,21477,21579,21690
2144,NSW,Battery Electric Vehicle,21,81,114
2144,NSW,Hydrogen Cell Vehicle,0,0,0
2144,NSW,Hybrid,640,807,1014
2145,NSW,Internal Combustion Engine,48765,48750,49006
2145,NSW,Battery Electric Vehicle,28,62,161
2145,NSW,Hydrogen Cell Vehicle,0,0,0
2145,NSW,Hybrid,847,1108,1402
2146,NSW,Internal Combustion Engine,11016,10835,10746
2146,NSW,Battery Electric Vehicle,9,18,38
2146,NSW,Hydrogen Cell Vehicle,0,0,0
2146,NSW,Hybrid,140,194,233
2147,NSW,Internal Combustion Engine,26214,26577,26583
2147,NSW,Battery Electric Vehicle,13,26,51
2147,NSW,Hydrogen Cell Vehicle,0,0,0
2147,NSW,Hybrid,260,354,448
2148,NSW,Internal Combustion Engine,43517,43178,43314
2148,NSW,Battery Electric Vehicle,18,43,91
2148,NSW,Hydrogen Cell Vehicle,0,0,0
2148,NSW,Hybrid,737,951,1273
2150,NSW,Internal Combustion Engine,21529,21381,21405
2150,NSW,Battery Electric Vehicle,26,46,110
2150,NSW,Hydrogen Cell Vehicle,0,0,0
2150,NSW,Hybrid,889,1126,1496
2151,NSW,Internal Combustion Engine,13457,13320,13324
2151,NSW,Battery Electric Vehicle,13,22,52
2151,NSW,Hydrogen Cell Vehicle,0,0,0
2151,NSW,Hybrid,278,319,402
2152,NSW,Internal Combustion Engine,7219,7050,6976
2152,NSW,Battery Electric Vehicle,5,11,32
2152,NSW,Hydrogen Cell Vehicle,0,0,0
2152,NSW,Hybrid,126,200,299
2153,NSW,Internal Combustion Engine,41628,41456,41783
2153,NSW,Battery Electric Vehicle,49,128,335
2153,NSW,Hydrogen Cell Vehicle,0,0,0
2153,NSW,Hybrid,772,959,1203
2154,NSW,Internal Combustion Engine,28633,28242,27932
2154,NSW,Battery Electric Vehicle,44,89,249
2154,NSW,Hydrogen Cell Vehicle,0,0,0
2154,NSW,Hybrid,564,682,865
2155,NSW,Internal Combustion Engine,43158,44504,45802
2155,NSW,Battery Electric Vehicle,46,126,418
2155,NSW,Hydrogen Cell Vehicle,0,0,0
2155,NSW,Hybrid,725,939,1217
2156,NSW,Internal Combustion Engine,11005,11018,10974
2156,NSW,Battery Electric Vehicle,28,44,79
2156,NSW,Hydrogen Cell Vehicle,0,0,0
2156,NSW,Hybrid,120,147,187
2157,NSW,Internal Combustion Engine,3321,3378,3427
2157,NSW,Battery Electric Vehicle,4,10,15
2157,NSW,Hydrogen Cell Vehicle,0,0,0
2157,NSW,Hybrid,34,44,55
2158,NSW,Internal Combustion Engine,7153,7173,7166
2158,NSW,Battery Electric Vehicle,11,28,51
2158,NSW,Hydrogen Cell Vehicle,0,0,0
2158,NSW,Hybrid,84,110,131
2159,NSW,Internal Combustion Engine,4251,4259,4237
2159,NSW,Battery Electric Vehicle,3,10,18
2159,NSW,Hydrogen Cell Vehicle,0,0,0
2159,NSW,Hybrid,40,48,64
2160,NSW,Internal Combustion Engine,21806,21423,21694
2160,NSW,Battery Electric Vehicle,6,12,43
2160,NSW,Hydrogen Cell Vehicle,0,0,0
2160,NSW,Hybrid,449,551,688
2161,NSW,Internal Combustion Engine,20225,19970,20573
2161,NSW,Battery Electric Vehicle,7,12,31
2161,NSW,Hydrogen Cell Vehicle,0,0,0
2161,NSW,Hybrid,322,384,528
2162,NSW,Internal Combustion Engine,11370,11269,11448
2162,NSW,Battery Electric Vehicle,3,6,14
2162,NSW,Hydrogen Cell Vehicle,0,0,0
2162,NSW,Hybrid,188,243,312
2163,NSW,Internal Combustion Engine,6088,6010,6091
2163,NSW,Battery Electric Vehicle,0,3,6
2163,NSW,Hydrogen Cell Vehicle,0,0,0
2163,NSW,Hybrid,170,221,299
2164,NSW,Internal Combustion Engine,20778,20761,20834
2164,NSW,Battery Electric Vehicle,9,11,25
2164,NSW,Hydrogen Cell Vehicle,0,0,0
2164,NSW,Hybrid,256,356,441
2165,NSW,Internal Combustion Engine,24267,24080,24510
2165,NSW,Battery Electric Vehicle,6,12,22
2165,NSW,Hydrogen Cell Vehicle,0,0,0
2165,NSW,Hybrid,310,407,563
2166,NSW,Internal Combustion Engine,30642,30324,30280
2166,NSW,Battery Electric Vehicle,8,21,74
2166,NSW,Hydrogen Cell Vehicle,0,0,0
2166,NSW,Hybrid,500,636,749
2167,NSW,Internal Combustion Engine,5563,5512,5594
2167,NSW,Battery Electric Vehicle,3,13,24
2167,NSW,Hydrogen Cell Vehicle,0,0,0
2167,NSW,Hybrid,110,141,155
2168,NSW,Internal Combustion Engine,25566,25453,25777
2168,NSW,Battery Electric Vehicle,4,9,28
2168,NSW,Hydrogen Cell Vehicle,0,0,0
2168,NSW,Hybrid,232,302,396
2170,NSW,Internal Combustion Engine,71736,74941,76630
2170,NSW,Battery Electric Vehicle,24,58,162
2170,NSW,Hydrogen Cell Vehicle,0,0,0
2170,NSW,Hybrid,1207,1543,1954
2171,NSW,Internal Combustion Engine,25860,25691,25925
2171,NSW,Battery Electric Vehicle,6,28,74
2171,NSW,Hydrogen Cell Vehicle,0,0,0
2171,NSW,Hybrid,330,434,531
2172,NSW,Internal Combustion Engine,1664,1667,1688
2172,NSW,Battery Electric Vehicle,3,3,15
2172,NSW,Hydrogen Cell Vehicle,0,0,0
2172,NSW,Hybrid,28,33,46
2173,NSW,Internal Combustion Engine,8429,8267,8286
2173,NSW,Battery Electric Vehicle,8,13,27
2173,NSW,Hydrogen Cell Vehicle,0,0,0
2173,NSW,Hybrid,102,142,176
2174,NSW,Internal Combustion Engine,5331,5913,6667
2174,NSW,Battery Electric Vehicle,5,14,50
2174,NSW,Hydrogen Cell Vehicle,0,0,0
2174,NSW,Hybrid,149,200,235
2175,NSW,Internal Combustion Engine,1426,1459,1590
2175,NSW,Battery Electric Vehicle,0,0,3
2175,NSW,Hydrogen Cell Vehicle,0,0,0
2175,NSW,Hybrid,10,8,17
2176,NSW,Internal Combustion Engine,31266,31000,31221
2176,NSW,Battery Electric Vehicle,10,26,65
2176,NSW,Hydrogen Cell Vehicle,0,0,0
2176,NSW,Hybrid,347,449,573
2177,NSW,Internal Combustion Engine,10231,10050,10165
2177,NSW,Battery Electric Vehicle,3,4,24
2177,NSW,Hydrogen Cell Vehicle,0,0,0
2177,NSW,Hybrid,115,160,195
2178,NSW,Internal Combustion Engine,2927,2958,3043
2178,NSW,Battery Electric Vehicle,0,3,4
2178,NSW,Hydrogen Cell Vehicle,0,0,0
2178,NSW,Hybrid,22,38,49
2179,NSW,Internal Combustion Engine,7687,9303,11121
2179,NSW,Battery Electric Vehicle,4,11,44
2179,NSW,Hydrogen Cell Vehicle,0,0,0
2179,NSW,Hybrid,106,179,306
2190,NSW,Internal Combustion Engine,19082,18964,18866
2190,NSW,Battery Electric Vehicle,17,33,46
2190,NSW,Hydrogen Cell Vehicle,0,0,0
2190,NSW,Hybrid,562,669,880
2191,NSW,Internal Combustion Engine,3829,3775,3797
2191,NSW,Battery Electric Vehicle,3,3,5
2191,NSW,Hydrogen Cell Vehicle,0,0,0
2191,NSW,Hybrid,50,69,85
2192,NSW,Internal Combustion Engine,8196,7987,7950
2192,NSW,Battery Electric Vehicle,4,3,11
2192,NSW,Hydrogen Cell Vehicle,0,0,0
2192,NSW,Hybrid,265,304,382
2193,NSW,Internal Combustion Engine,9861,9628,9585
2193,NSW,Battery Electric Vehicle,17,25,54
2193,NSW,Hydrogen Cell Vehicle,0,0,0
2193,NSW,Hybrid,187,210,265
2194,NSW,Internal Combustion Engine,12608,12353,12361
2194,NSW,Battery Electric Vehicle,0,5,28
2194,NSW,Hydrogen Cell Vehicle,0,0,0
2194,NSW,Hybrid,357,417,525
2195,NSW,Internal Combustion Engine,11966,11539,11426
2195,NSW,Battery Electric Vehicle,0,5,5
2195,NSW,Hydrogen Cell Vehicle,0,0,0
2195,NSW,Hybrid,746,834,1002
2196,NSW,Internal Combustion Engine,19551,19420,19737
2196,NSW,Battery Electric Vehicle,3,10,17
2196,NSW,Hydrogen Cell Vehicle,0,0,0
2196,NSW,Hybrid,600,649,788
2197,NSW,Internal Combustion Engine,5831,5907,5925
2197,NSW,Battery Electric Vehicle,0,3,13
2197,NSW,Hydrogen Cell Vehicle,0,0,0
2197,NSW,Hybrid,86,102,137
2198,NSW,Internal Combustion Engine,5805,5733,5782
2198,NSW,Battery Electric Vehicle,0,3,7
2198,NSW,Hydrogen Cell Vehicle,0,0,0
2198,NSW,Hybrid,56,76,101
2199,NSW,Internal Combustion Engine,11295,11017,11155
2199,NSW,Battery Electric Vehicle,3,10,17
2199,NSW,Hydrogen Cell Vehicle,0,0,0
2199,NSW,Hybrid,192,267,346
2200,NSW,Internal Combustion Engine,29817,28568,28443
2200,NSW,Battery Electric Vehicle,23,32,67
2200,NSW,Hydrogen Cell Vehicle,0,0,0
2200,NSW,Hybrid,1103,896,1090
2203,NSW,Internal Combustion Engine,7043,6947,6987
2203,NSW,Battery Electric Vehicle,6,16,32
2203,NSW,Hydrogen Cell Vehicle,0,0,0
2203,NSW,Hybrid,102,134,172
2204,NSW,Internal Combustion Engine,13998,14073,13837
2204,NSW,Battery Electric Vehicle,13,33,66
2204,NSW,Hydrogen Cell Vehicle,0,0,0
2204,NSW,Hybrid,536,678,825
2205,NSW,Internal Combustion Engine,11896,12400,12715
2205,NSW,Battery Electric Vehicle,10,17,63
2205,NSW,Hydrogen Cell Vehicle,0,0,0
2205,NSW,Hybrid,489,590,650
2206,NSW,Internal Combustion Engine,12074,11835,11812
2206,NSW,Battery Electric Vehicle,17,23,50
2206,NSW,Hydrogen Cell Vehicle,0,0,0
2206,NSW,Hybrid,160,185,242
2207,NSW,Internal Combustion Engine,16570,16461,16364
2207,NSW,Battery Electric Vehicle,9,25,53
2207,NSW,Hydrogen Cell Vehicle,0,0,0
2207,NSW,Hybrid,394,503,632
2208,NSW,Internal Combustion Engine,8861,8769,8905
2208,NSW,Battery Electric Vehicle,9,12,28
2208,NSW,Hydrogen Cell Vehicle,0,0,0
2208,NSW,Hybrid,166,197,250
2209,NSW,Internal Combustion Engine,9498,9562,9638
2209,NSW,Battery Electric Vehicle,4,12,32
2209,NSW,Hydrogen Cell Vehicle,0,0,0
2209,NSW,Hybrid,153,214,264
2210,NSW,Internal Combustion Engine,20824,20754,20869
2210,NSW,Battery Electric Vehicle,13,27,75
2210,NSW,Hydrogen Cell Vehicle,0,0,0
2210,NSW,Hybrid,328,428,513
2211,NSW,Internal Combustion Engine,11733,11600,11634
2211,NSW,Battery Electric Vehicle,10,20,42
2211,NSW,Hydrogen Cell Vehicle,0,0,0
2211,NSW,Hybrid,172,262,311
2212,NSW,Internal Combustion Engine,11437,12130,12456
2212,NSW,Battery Electric Vehicle,0,11,28
2212,NSW,Hydrogen Cell Vehicle,0,0,0
2212,NSW,Hybrid,165,676,784
2213,NSW,Internal Combustion Engine,14425,14303,14343
2213,NSW,Battery Electric Vehicle,9,17,49
2213,NSW,Hydrogen Cell Vehicle,0,0,0
2213,NSW,Hybrid,194,213,286
2214,NSW,Internal Combustion Engine,3652,3591,3572
2214,NSW,Battery Electric Vehicle,0,6,11
2214,NSW,Hydrogen Cell Vehicle,0,0,0
2214,NSW,Hybrid,30,36,46
2216,NSW,Internal Combustion Engine,15289,15323,15205
2216,NSW,Battery Electric Vehicle,15,18,36
2216,NSW,Hydrogen Cell Vehicle,0,0,0
2216,NSW,Hybrid,253,283,368
2217,NSW,Internal Combustion Engine,15345,15524,15684
2217,NSW,Battery Electric Vehicle,12,27,60
2217,NSW,Hydrogen Cell Vehicle,0,0,0
2217,NSW,Hybrid,239,287,344
2218,NSW,Internal Combustion Engine,8466,8419,8545
2218,NSW,Battery Electric Vehicle,0,4,19
2218,NSW,Hydrogen Cell Vehicle,0,0,0
2218,NSW,Hybrid,149,183,230
2219,NSW,Internal Combustion Engine,8972,8880,8821
2219,NSW,Battery Electric Vehicle,9,19,44
2219,NSW,Hydrogen Cell Vehicle,0,0,0
2219,NSW,Hybrid,115,142,159
2220,NSW,Internal Combustion Engine,15672,15732,15737
2220,NSW,Battery Electric Vehicle,7,25,83
2220,NSW,Hydrogen Cell Vehicle,0,0,0
2220,NSW,Hybrid,417,512,597
2221,NSW,Internal Combustion Engine,10939,10913,10909
2221,NSW,Battery Electric Vehicle,24,36,76
2221,NSW,Hydrogen Cell Vehicle,0,0,0
2221,NSW,Hybrid,184,237,298
2222,NSW,Internal Combustion Engine,6505,6372,6315
2222,NSW,Battery Electric Vehicle,7,12,29
2222,NSW,Hydrogen Cell Vehicle,0,0,0
2222,NSW,Hybrid,95,122,146
2223,NSW,Internal Combustion Engine,12845,12758,12787
2223,NSW,Battery Electric Vehicle,18,45,78
2223,NSW,Hydrogen Cell Vehicle,0,0,0
2223,NSW,Hybrid,226,310,359
2224,NSW,Internal Combustion Engine,10359,10319,10338
2224,NSW,Battery Electric Vehicle,17,27,64
2224,NSW,Hydrogen Cell Vehicle,0,0,0
2224,NSW,Hybrid,154,207,213
2225,NSW,Internal Combustion Engine,3653,3684,3614
2225,NSW,Battery Electric Vehicle,5,14,32
2225,NSW,Hydrogen Cell Vehicle,0,0,0
2225,NSW,Hybrid,34,48,64
2226,NSW,Internal Combustion Engine,7848,7799,7792
2226,NSW,Battery Electric Vehicle,10,21,44
2226,NSW,Hydrogen Cell Vehicle,0,0,0
2226,NSW,Hybrid,81,101,133
2227,NSW,Internal Combustion Engine,9751,9746,9763
2227,NSW,Battery Electric Vehicle,13,20,48
2227,NSW,Hydrogen Cell Vehicle,0,0,0
2227,NSW,Hybrid,90,121,158
2228,NSW,Internal Combustion Engine,12869,13008,13112
2228,NSW,Battery Electric Vehicle,9,19,54
2228,NSW,Hydrogen Cell Vehicle,0,0,0
2228,NSW,Hybrid,156,210,264
2229,NSW,Internal Combustion Engine,22786,23318,23622
2229,NSW,Battery Electric Vehicle,17,44,100
2229,NSW,Hydrogen Cell Vehicle,0,0,0
2229,NSW,Hybrid,329,412,500
2230,NSW,Internal Combustion Engine,20624,20590,20633
2230,NSW,Battery Electric Vehicle,21,42,97
2230,NSW,Hydrogen Cell Vehicle,0,0,0
2230,NSW,Hybrid,272,327,400
2231,NSW,Internal Combustion Engine,1943,1996,2064
2231,NSW,Battery Electric Vehicle,0,3,3
2231,NSW,Hydrogen Cell Vehicle,0,0,0
2231,NSW,Hybrid,19,18,25
2232,NSW,Internal Combustion Engine,24187,24467,24565
2232,NSW,Battery Electric Vehicle,17,29,111
2232,NSW,Hydrogen Cell Vehicle,0,0,0
2232,NSW,Hybrid,316,449,547
2233,NSW,Internal Combustion Engine,20186,20190,20156
2233,NSW,Battery Electric Vehicle,5,16,40
2233,NSW,Hydrogen Cell Vehicle,0,0,0
2233,NSW,Hybrid,147,216,319
2234,NSW,Internal Combustion Engine,22403,22168,21976
2234,NSW,Battery Electric Vehicle,23,49,95
2234,NSW,Hydrogen Cell Vehicle,0,0,0
2234,NSW,Hybrid,226,304,385
2250,NSW,Internal Combustion Engine,54011,54312,54432
2250,NSW,Battery Electric Vehicle,54,104,216
2250,NSW,Hydrogen Cell Vehicle,0,0,0
2250,NSW,Hybrid,669,870,1125
2251,NSW,Internal Combustion Engine,24647,24538,24155
2251,NSW,Battery Electric Vehicle,28,38,88
2251,NSW,Hydrogen Cell Vehicle,0,0,0
2251,NSW,Hybrid,207,281,357
2256,NSW,Internal Combustion Engine,10385,10359,10269
2256,NSW,Battery Electric Vehicle,0,10,28
2256,NSW,Hydrogen Cell Vehicle,0,0,0
2256,NSW,Hybrid,101,133,162
2257,NSW,Internal Combustion Engine,20778,20825,20486
2257,NSW,Battery Electric Vehicle,9,22,45
2257,NSW,Hydrogen Cell Vehicle,0,0,0
2257,NSW,Hybrid,183,230,283
2258,NSW,Internal Combustion Engine,4356,4348,4298
2258,NSW,Battery Electric Vehicle,3,6,14
2258,NSW,Hydrogen Cell Vehicle,0,0,0
2258,NSW,Hybrid,35,44,64
2259,NSW,Internal Combustion Engine,49010,49633,50509
2259,NSW,Battery Electric Vehicle,25,51,105
2259,NSW,Hydrogen Cell Vehicle,0,0,0
2259,NSW,Hybrid,352,488,637
2260,NSW,Internal Combustion Engine,18878,18888,18712
2260,NSW,Battery Electric Vehicle,14,40,84
2260,NSW,Hydrogen Cell Vehicle,0,0,0
2260,NSW,Hybrid,190,259,315
2261,NSW,Internal Combustion Engine,39566,39444,39649
2261,NSW,Battery Electric Vehicle,11,23,66
2261,NSW,Hydrogen Cell Vehicle,0,0,0
2261,NSW,Hybrid,196,310,462
2262,NSW,Internal Combustion Engine,15110,15100,15190
2262,NSW,Battery Electric Vehicle,3,0,9
2262,NSW,Hydrogen Cell Vehicle,0,0,0
2262,NSW,Hybrid,77,139,182
2263,NSW,Internal Combustion Engine,17326,17413,17315
2263,NSW,Battery Electric Vehicle,7,14,21
2263,NSW,Hydrogen Cell Vehicle,0,0,0
2263,NSW,Hybrid,67,109,143
2264,NSW,Internal Combustion Engine,12423,12726,12846
2264,NSW,Battery Electric Vehicle,4,6,17
2264,NSW,Hydrogen Cell Vehicle,0,0,0
2264,NSW,Hybrid,91,122,168
2265,NSW,Internal Combustion Engine,5301,5544,5709
2265,NSW,Battery Electric Vehicle,10,14,26
2265,NSW,Hydrogen Cell Vehicle,0,0,0
2265,NSW,Hybrid,44,64,76
2267,NSW,Internal Combustion Engine,2300,2324,2348
2267,NSW,Battery Electric Vehicle,0,0,3
2267,NSW,Hydrogen Cell Vehicle,0,0,0
2267,NSW,Hybrid,11,19,24
2278,NSW,Internal Combustion Engine,2163,2196,2198
2278,NSW,Battery Electric Vehicle,0,3,0
2278,NSW,Hydrogen Cell Vehicle,0,0,0
2278,NSW,Hybrid,5,8,8
2280,NSW,Internal Combustion Engine,19942,19951,20063
2280,NSW,Battery Electric Vehicle,13,19,39
2280,NSW,Hydrogen Cell Vehicle,0,0,0
2280,NSW,Hybrid,184,251,309
2281,NSW,Internal Combustion Engine,11311,11467,11306
2281,NSW,Battery Electric Vehicle,6,15,37
2281,NSW,Hydrogen Cell Vehicle,0,0,0
2281,NSW,Hybrid,84,121,165
2282,NSW,Internal Combustion Engine,12533,12686,12633
2282,NSW,Battery Electric Vehicle,3,13,31
2282,NSW,Hydrogen Cell Vehicle,0,0,0
2282,NSW,Hybrid,113,169,235
2283,NSW,Internal Combustion Engine,18657,18731,18713
2283,NSW,Battery Electric Vehicle,8,12,40
2283,NSW,Hydrogen Cell Vehicle,0,0,0
2283,NSW,Hybrid,145,227,275
2284,NSW,Internal Combustion Engine,9265,9476,9807
2284,NSW,Battery Electric Vehicle,12,24,34
2284,NSW,Hydrogen Cell Vehicle,0,0,0
2284,NSW,Hybrid,128,155,217
2285,NSW,Internal Combustion Engine,25353,25987,26701
2285,NSW,Battery Electric Vehicle,8,17,39
2285,NSW,Hydrogen Cell Vehicle,0,0,0
2285,NSW,Hybrid,200,316,465
2286,NSW,Internal Combustion Engine,3507,3525,3575
2286,NSW,Battery Electric Vehicle,3,0,3
2286,NSW,Hydrogen Cell Vehicle,0,0,0
2286,NSW,Hybrid,20,26,40
2287,NSW,Internal Combustion Engine,27402,27894,28438
2287,NSW,Battery Electric Vehicle,12,25,59
2287,NSW,Hydrogen Cell Vehicle,0,0,0
2287,NSW,Hybrid,280,361,509
2289,NSW,Internal Combustion Engine,13582,13698,13878
2289,NSW,Battery Electric Vehicle,5,15,36
2289,NSW,Hydrogen Cell Vehicle,0,0,0
2289,NSW,Hybrid,133,185,248
2290,NSW,Internal Combustion Engine,25428,25522,25669
2290,NSW,Battery Electric Vehicle,14,28,58
2290,NSW,Hydrogen Cell Vehicle,0,0,0
2290,NSW,Hybrid,269,355,456
2291,NSW,Internal Combustion Engine,9831,9921,9813
2291,NSW,Battery Electric Vehicle,12,28,54
2291,NSW,Hydrogen Cell Vehicle,0,0,0
2291,NSW,Hybrid,113,147,186
2292,NSW,Internal Combustion Engine,3043,2931,2866
2292,NSW,Battery Electric Vehicle,0,3,11
2292,NSW,Hydrogen Cell Vehicle,0,0,0
2292,NSW,Hybrid,49,74,94
2293,NSW,Internal Combustion Engine,2880,2924,2968
2293,NSW,Battery Electric Vehicle,0,3,10
2293,NSW,Hydrogen Cell Vehicle,0,0,0
2293,NSW,Hybrid,28,37,58
2294,NSW,Internal Combustion Engine,1722,1740,1723
2294,NSW,Battery Electric Vehicle,0,3,7
2294,NSW,Hydrogen Cell Vehicle,0,0,0
2294,NSW,Hybrid,18,35,54
2295,NSW,Internal Combustion Engine,5275,5442,5514
2295,NSW,Battery Electric Vehicle,3,5,12
2295,NSW,Hydrogen Cell Vehicle,0,0,0
2295,NSW,Hybrid,43,61,86
2296,NSW,Internal Combustion Engine,1652,1622,1634
2296,NSW,Battery Electric Vehicle,0,3,4
2296,NSW,Hydrogen Cell Vehicle,0,0,0
2296,NSW,Hybrid,12,14,21
2297,NSW,Internal Combustion Engine,1340,1377,1395
2297,NSW,Battery Electric Vehicle,0,3,4
2297,NSW,Hydrogen Cell Vehicle,0,0,0
2297,NSW,Hybrid,22,19,17
2298,NSW,Internal Combustion Engine,6413,6479,6475
2298,NSW,Battery Electric Vehicle,0,5,12
2298,NSW,Hydrogen Cell Vehicle,0,0,0
2298,NSW,Hybrid,98,122,161
2299,NSW,Internal Combustion Engine,8192,8324,8371
2299,NSW,Battery Electric Vehicle,0,3,9
2299,NSW,Hydrogen Cell Vehicle,0,0,0
2299,NSW,Hybrid,129,179,222
2300,NSW,Internal Combustion Engine,10242,9966,9444
2300,NSW,Battery Electric Vehicle,29,39,73
2300,NSW,Hydrogen Cell Vehicle,0,0,0
2300,NSW,Hybrid,212,311,392
2302,NSW,Internal Combustion Engine,1271,1403,1359
2302,NSW,Battery Electric Vehicle,3,0,0
2302,NSW,Hydrogen Cell Vehicle,0,0,0
2302,NSW,Hybrid,68,79,122
2303,NSW,Internal Combustion Engine,7019,7244,7231
2303,NSW,Battery Electric Vehicle,8,13,19
2303,NSW,Hydrogen Cell Vehicle,0,0,0
2303,NSW,Hybrid,92,110,171
2304,NSW,Internal Combustion Engine,12613,12629,12715
2304,NSW,Battery Electric Vehicle,6,15,31
2304,NSW,Hydrogen Cell Vehicle,0,0,0
2304,NSW,Hybrid,120,171,208
2305,NSW,Internal Combustion Engine,9688,9503,9469
2305,NSW,Battery Electric Vehicle,11,21,36
2305,NSW,Hydrogen Cell Vehicle,0,0,0
2305,NSW,Hybrid,157,197,269
2306,NSW,Internal Combustion Engine,1762,1716,1654
2306,NSW,Battery Electric Vehicle,0,0,0
2306,NSW,Hydrogen Cell Vehicle,0,0,0
2306,NSW,Hybrid,12,13,16
2307,NSW,Internal Combustion Engine,2946,2994,3090
2307,NSW,Battery Electric Vehicle,0,3,4
2307,NSW,Hydrogen Cell Vehicle,0,0,0
2307,NSW,Hybrid,19,25,36
2308,NSW,Internal Combustion Engine,199,236,232
2308,NSW,Battery Electric Vehicle,3,3,3
2308,NSW,Hydrogen Cell Vehicle,0,0,0
2308,NSW,Hybrid,3,4,11
2311,NSW,Internal Combustion Engine,817,855,883
2311,NSW,Battery Electric Vehicle,0,0,0
2311,NSW,Hydrogen Cell Vehicle,0,0,0
2311,NSW,Hybrid,4,3,6
2312,NSW,Internal Combustion Engine,1402,1397,1388
2312,NSW,Battery Electric Vehicle,0,0,0
2312,NSW,Hydrogen Cell Vehicle,0,0,0
2312,NSW,Hybrid,4,3,4
2315,NSW,Internal Combustion Engine,11775,11832,11624
2315,NSW,Battery Electric Vehicle,3,18,32
2315,NSW,Hydrogen Cell Vehicle,0,0,0
2315,NSW,Hybrid,100,159,236
2316,NSW,Internal Combustion Engine,5160,5423,5570
2316,NSW,Battery Electric Vehicle,6,7,13
2316,NSW,Hydrogen Cell Vehicle,0,0,0
2316,NSW,Hybrid,51,74,96
2317,NSW,Internal Combustion Engine,5123,5199,5188
2317,NSW,Battery Electric Vehicle,0,4,12
2317,NSW,Hydrogen Cell Vehicle,0,0,0
2317,NSW,Hybrid,58,89,112
2318,NSW,Internal Combustion Engine,10225,10571,10955
2318,NSW,Battery Electric Vehicle,6,9,16
2318,NSW,Hydrogen Cell Vehicle,0,0,0
2318,NSW,Hybrid,73,99,146
2319,NSW,Internal Combustion Engine,5230,5220,5235
2319,NSW,Battery Electric Vehicle,3,6,9
2319,NSW,Hydrogen Cell Vehicle,0,0,0
2319,NSW,Hybrid,21,23,31
2320,NSW,Internal Combustion Engine,29431,30503,31481
2320,NSW,Battery Electric Vehicle,8,24,53
2320,NSW,Hydrogen Cell Vehicle,0,0,0
2320,NSW,Hybrid,206,314,505
2321,NSW,Internal Combustion Engine,13983,14880,15734
2321,NSW,Battery Electric Vehicle,3,13,26
2321,NSW,Hydrogen Cell Vehicle,0,0,0
2321,NSW,Hybrid,83,148,200
2322,NSW,Internal Combustion Engine,20240,21265,22053
2322,NSW,Battery Electric Vehicle,4,14,36
2322,NSW,Hydrogen Cell Vehicle,0,0,0
2322,NSW,Hybrid,137,201,291
2323,NSW,Internal Combustion Engine,19386,19385,19346
2323,NSW,Battery Electric Vehicle,5,13,36
2323,NSW,Hydrogen Cell Vehicle,0,0,0
2323,NSW,Hybrid,164,225,333
2324,NSW,Internal Combustion Engine,19462,19860,20177
2324,NSW,Battery Electric Vehicle,8,15,33
